order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
ord_a9725af26ce6308d1c2f3af8,1,prod_86aa3c726cd50d019ba87300,sell_f916a48af2b24afa83559d48,2025-07-17 17:52:20.970850,226.25,44.28
ord_6a8ba505a134869176596748,1,prod_b9a39c551c8a7e9af184c364,sell_cdbaa5a218d1f9b4c7d044e7,2025-07-28 19:04:25.871570,85.39,6.09
ord_4de8346fc16c8ccd14d44baa,1,prod_9d4cfbe73162d6e8c3af8c4f,sell_a57ddc85bc505cfcdefb556f,2025-08-09 11:43:24.656110,585.93,61.67
ord_c54e3b1cc2571d73571acb74,1,prod_89790c8648e76c0b0b3274cc,sell_6358b9da8e9143e990d4f45b,2025-07-12 03:05:46.152572,298.51,12.59
ord_262127423b4a4bece13351d4,1,prod_bb378e78fc1948bdb37ae86c,sell_e28a1dcb15820eb45d5a7281,2025-07-28 20:07:49.444844,550.23,36.3
ord_6b0f3e2a2cf4d0b89ad2c873,1,prod_630ef9fe2d507004816c878d,sell_d1b85dcc896e47ad887a04eb,2025-08-08 10:34:24.824479,832.49,55.2
ord_b92837c23a4ca8a4a014d8c7,1,prod_d0f0adeea611c6ce3eeba112,sell_4e256c60906c6fa3b028070d,2025-08-02 01:14:17.982280,50.38,0.22
ord_c58ebc0435ae8b03e5b9286e,1,prod_d75a74780f0d565c47ef202e,sell_0d39e3562034dec92d58b464,2025-07-14 07:49:32.618781,16.9,2.57
ord_c58ebc0435ae8b03e5b9286e,2,prod_323811b3228f1e8e347cef2d,sell_f5ebf6c24b1d82247116c894,2025-07-22 19:32:34.202289,263.34,24.82
ord_9e69eadea7f87222c4c5270e,1,prod_268b21654364c6ee961ec88b,sell_97dda87ceb5a8001f72e9194,2025-07-23 09:07:35.278436,151.32,13.04
ord_649348867ce4e6bd424f4f11,1,prod_f8866e44014c6260ae73952a,sell_3418623e119e765ca64be517,2025-08-05 05:45:13.997754,112.86,15.14
ord_649348867ce4e6bd424f4f11,2,prod_06e5a9708d3a797e62790b84,sell_e4e79723e38f15c7872b9a13,2025-08-02 18:34:12.425389,81.37,4.91
ord_aa877475806ab0050f7046ab,1,prod_dab9d35a5b2d015704f4462d,sell_3c5dca944d10420307158ee1,2025-08-02 11:47:21.401716,1035.91,156.29
ord_7b0886e6b147b5425c3451f6,1,prod_cef678e67523b08a598ed6f2,sell_46263440864fa05bc4de8586,2025-07-14 15:14:57.502477,57.62,9.25
ord_78561a058f1d88722b31633c,1,prod_0c249aa8b8cb1c8278f0b932,sell_8666f6339934cf90a14e58a4,2025-07-31 19:51:00.458666,104.45,12.68
ord_76f4968da4f9ffedf2a3295b,1,prod_f1a783a96414a539ed71a2c9,sell_0816a9ff2f7459e477b42f79,2025-07-22 01:27:33.199620,857.26,79.71
ord_76f4968da4f9ffedf2a3295b,2,prod_5a43cc1d53a5617d026f42b8,sell_ef626ec40729009f11bff57c,2025-07-30 17:36:42.869599,84.07,7.22
ord_82af41bc436e91f58450f6dc,1,prod_ae39caf851c28d0294083f7a,sell_d3170846ae703f68f35457bb,2025-07-26 23:51:24.003259,93.84,5.85
ord_662c9a3bd554dbda697a5b3e,1,prod_3e01f0d16549a566fb11bd0e,sell_162cfbbecbf3c5d01276eaf8,2025-08-03 04:17:56.154115,273.89,6.44
ord_3a26016fbfac26bcd6b68d2f,1,prod_e5826b7e5a70bcacd23b0896,sell_ef6d58a766e9409bd1739155,2025-07-28 06:31:39.196476,236.02,37.73
ord_063b3b64cac85d36e354faa1,1,prod_82088566dd63c2c5c9881ff5,sell_069ad6f22ceffedab731afd0,2025-07-12 17:16:18.156762,92.36,7.73
ord_063b3b64cac85d36e354faa1,2,prod_a55ec458c136926d0b56ed72,sell_6b1b92cc0b9b84c85a0b2fd5,2025-08-01 17:23:22.266412,887.45,37.14
ord_063b3b64cac85d36e354faa1,3,prod_d99caf56b99f411a3e0a168d,sell_f1bb09a4abd8cc7287a64cd0,2025-07-18 02:56:28.915056,310.88,47.59
ord_b09b54a3bacf453abaa071eb,1,prod_f907983512e0d73fba6ebc3b,sell_129ef4dfe29bbe87f97155cb,2025-07-24 15:08:12.220531,182.75,13.07
ord_b09b54a3bacf453abaa071eb,2,prod_e773c30a9b426b75dbf8887e,sell_cb21691262a65e75c33afd8c,2025-08-09 15:17:04.618083,439.6,85.24
ord_9a2002d1c9d41d81dc267dbc,1,prod_800e088377a9de49684e9046,sell_88b8cd031ee21de0e353a369,2025-08-07 10:52:05.918071,367.43,47.51
ord_10ecc44d6575828e5d333e72,1,prod_5d3ecc12a2a81a39fcd5e719,sell_3f6628892407ecf7efd6827e,2025-07-25 22:56:48.639834,253.02,33.54
ord_dd0aa90356180335b5c8fc38,1,prod_7203311e9212303a949a9b76,sell_b63bf55da2c8cd3ccb672402,2025-07-19 09:35:28.920872,164.78,23.0
ord_96dd4cae3b346058205c7746,1,prod_5cc4b17d5f8d1cccd364e266,sell_60bbb309db38d7801b89be24,2025-07-16 10:56:24.680169,792.86,132.74
ord_96dd4cae3b346058205c7746,2,prod_ded83377987e7c109b00def0,sell_c0b75a6b793e0c6d20327dff,2025-07-19 14:04:09.202277,126.62,4.31
ord_96dd4cae3b346058205c7746,3,prod_295cafc22f4c8876955c79d2,sell_bd0471964c778a05a9f2b6ea,2025-08-09 02:55:07.751437,105.18,7.6
ord_68726308a4da5f5c233da07d,1,prod_450dbedb66e76d9992da0ae9,sell_6b25182b5d2593abea893639,2025-08-08 16:18:20.386268,21.1,3.21
ord_68726308a4da5f5c233da07d,2,prod_6fcf9549a25027ed078a1d72,sell_585e61a0a4105a7530598845,2025-08-09 17:29:54.930833,98.93,10.5
ord_68726308a4da5f5c233da07d,3,prod_b3814bf8c3466b73c4658b06,sell_46263440864fa05bc4de8586,2025-08-07 14:58:27.509618,169.01,10.21
ord_68ccd6fdb0dac9638cc48cb0,1,prod_af743106bbd1b1dc378f5b8c,sell_50391d6e909fdbc50ac47f2c,2025-08-04 00:23:02.227114,426.59,7.94
ord_b9aa3b24326eec122fb174cc,1,prod_21b7609f3d36efb904a5078a,sell_72312e5fc761db259d35fbb0,2025-08-06 01:05:08.884681,34.15,2.56
ord_b068ed51066392e5e6ee2b5b,1,prod_861e875813addac67f4afedc,sell_9faf59ca87d832fad670b46a,2025-07-13 20:52:42.181174,755.79,33.11
ord_b068ed51066392e5e6ee2b5b,2,prod_354efa4ae41b4da1e41674d6,sell_992c0240eea9d11fd6c54eeb,2025-07-12 20:12:14.781498,77.2,1.12
ord_b068ed51066392e5e6ee2b5b,3,prod_01b868d78c15a9dfb16a8246,sell_4a7805981df3f6e06dc6cc90,2025-07-17 11:16:05.037973,1020.88,132.52
ord_7880ede5a246f8f60f4c2687,1,prod_8445674f0af2b574aa86b0f6,sell_9f68bfb15718d61048bc0725,2025-07-29 22:55:30.963076,611.6,50.61
ord_7880ede5a246f8f60f4c2687,2,prod_24a491bfc7e8c4edb6249e6c,sell_031c1b87f3e465e4a0db0797,2025-07-18 20:21:14.627684,779.01,121.22
ord_7880ede5a246f8f60f4c2687,3,prod_49873b9e8b0fffd2798742c1,sell_3352ec82f036a784d53cb289,2025-08-06 19:44:10.828121,135.88,13.73
ord_7ba304cd5c34fc603fd3b9d0,1,prod_39c541775988cd7f63afc7e5,sell_230b518f59b05e5bd96c321c,2025-07-20 17:03:44.572782,103.28,12.1
ord_12eae3c869ba94d1bfb29625,1,prod_d1981b9f9bf913fadfde81aa,sell_a71f2d2c7fc73d7cb19a3920,2025-08-10 19:52:17.166352,15.65,0.41
ord_5c9e2ff0975efbc1e3ad8d08,1,prod_ab433db849d90e4596fa589a,sell_44be5ff2bc7fb0b1bccbe7ae,2025-07-30 02:03:34.253182,956.77,97.78
ord_398ba7a0826a7991c3d281b8,1,prod_9dd309244ceb3e818237fccb,sell_4c11f0b36d26926a9322bb71,2025-07-30 19:41:25.959451,189.45,22.11
ord_d8875b6ac3898fa50ebb6f4e,1,prod_fd72bd48281ae151abe36c61,sell_06710442b4c98155f85bca60,2025-07-30 17:53:43.490266,135.57,14.92
ord_abab7bc7a3ce51bb49a853ee,1,prod_e8d66f02af3452fab3da98cf,sell_757e333f93cb26a683b2b637,2025-08-01 16:30:00.720951,48.06,1.87
ord_abab7bc7a3ce51bb49a853ee,2,prod_18f3e00330ae2009226a056e,sell_40e9453f21e033891e11d756,2025-07-24 08:50:40.837188,1155.35,131.88
ord_e7a592fbacfb51d6bd98469e,1,prod_a22de14855d0103ba83e0488,sell_c12bcf5c7bdc71a65e2a5208,2025-08-08 07:54:36.952608,1496.99,115.58
ord_bfa613e04b2eef8127ef91a6,1,prod_3dac1402cf93b0750e98262b,sell_bd0973e771ce74232d4b6a57,2025-08-09 00:39:15.191807,442.46,54.24
ord_1a660d85a2833a1eaf0a0cc6,1,prod_74ff2395471fe923daa593cb,sell_444551b2ce322d11ead67ce5,2025-07-13 12:59:00.602818,261.64,28.93
ord_1a660d85a2833a1eaf0a0cc6,2,prod_310fe5a13fcef7b71d91e23e,sell_1fcc79e4758a1de0c5f1fd8f,2025-07-31 02:01:46.688560,1552.65,33.49
ord_1a660d85a2833a1eaf0a0cc6,3,prod_dd5d0ebd99aaacdf8dcb7900,sell_a817ef78db480111bb681d0b,2025-07-31 15:06:16.816986,6.14,0.23
ord_a04d733f198a8017a1866b15,1,prod_bae356a380df602ad5332c7c,sell_264598e31d8de89649c087ab,2025-07-18 21:27:20.387180,29.86,0.88
ord_a04d733f198a8017a1866b15,2,prod_d6d1a90d92a36bc0d7395c71,sell_ca69a439fbab00bf851f70b6,2025-07-23 03:19:31.806513,73.51,9.82
ord_a04d733f198a8017a1866b15,3,prod_fd72bd48281ae151abe36c61,sell_b04ee703d0e9956bc4365edd,2025-07-22 22:35:25.447362,75.15,2.41
ord_78c0f82259c995aee80e495a,1,prod_7c65b132d69a7ba2bba1da22,sell_87c1bac00eeabf144b5c4038,2025-08-10 08:38:07.455063,163.54,21.38
ord_78c0f82259c995aee80e495a,2,prod_d9c7a5be6a03f944f00c104f,sell_3beaa5ecbfd4a94b5bac81fb,2025-07-26 05:30:49.143286,9.23,0.79
ord_d15a63eb40faa05a32e94b65,1,prod_51b0bd07dbd062dd609fb5df,sell_e7f84f04b62bec59bd0d324c,2025-08-03 15:19:29.352465,274.46,48.94
ord_c6a9478258d1fdfe8323c970,1,prod_e8987a91d560a92bc534db77,sell_f1cfb13b6d7ad8166e4899b7,2025-08-05 15:02:03.219716,521.06,48.39
ord_a7b554b9d8e89b0d16783006,1,prod_b8a2065acd26d27bb1230ac1,sell_244058ead52e1a6a0e4ca85b,2025-07-27 11:59:40.457864,1219.22,91.36
ord_624476bd4192673fcdf95cd4,1,prod_637fe8de24a2be2610f5e0b3,sell_2c036e5f3a0f165c3ece6841,2025-08-01 10:30:21.611512,477.9,37.5
ord_624476bd4192673fcdf95cd4,2,prod_428471d5775f93a2ea0076a1,sell_51db7ebe5e68698c5489e8e9,2025-07-23 22:48:23.055034,20.31,2.67
ord_aba5777baba911d7f0cd34bd,1,prod_f5e9be5513ec75da56b05883,sell_ad66708a5fb07acbd78bf982,2025-07-13 04:01:03.169749,52.21,3.51
ord_aba5777baba911d7f0cd34bd,2,prod_496e129d773e9587e8ddc065,sell_c18285d6d3099bbdf2b60cc2,2025-07-29 11:34:31.480448,387.46,0.06
ord_3ea62cb0ecf76d83923faab9,1,prod_24ea890c0030cc27fb180b53,sell_6353ed200e032d4a64f72626,2025-07-19 08:15:50.037300,547.98,37.72
ord_3ea62cb0ecf76d83923faab9,2,prod_c4bd169de09629389a8b259e,sell_c41a7e2c015464cef0ec9134,2025-08-09 15:29:38.488062,139.16,11.89
ord_9ee7c3890f31c152348781d4,1,prod_50cc3ef453bca5893091a6f2,sell_d2291ff512b8a73b8dac18c5,2025-07-28 09:47:29.754901,121.69,3.82
ord_9ee7c3890f31c152348781d4,2,prod_c01f6147310771429eae89e3,sell_3db8b4fe07b4ab0dee8475a5,2025-08-02 18:32:35.128668,99.74,19.37
ord_0554cbd2fe8f3a0bd13f7117,1,prod_8c409ebfb60ac42e348b90f9,sell_8c9f32aef3f4c9943fbdb3e9,2025-07-31 11:00:32.904321,1005.69,86.19
ord_0554cbd2fe8f3a0bd13f7117,2,prod_0a3c2c1bea48ada27f28c334,sell_7ad377350c1ee0b9570545c2,2025-07-22 03:24:59.992182,1117.09,37.57
ord_b5be3e35826a0859955cbafb,1,prod_8c49577ba6c740a73ca5458e,sell_224fef16100711347baa3d87,2025-07-25 17:31:15.177365,44.73,3.73
ord_b5be3e35826a0859955cbafb,2,prod_194cea7563c26c914bcb1c12,sell_0435ee3acc4bf31a0ffe7ef7,2025-08-08 22:47:45.064065,233.1,15.67
ord_5412d788a5e94de5d033c53a,1,prod_53e8d46b197b486576100e10,sell_9551fb5fce5542e83a07b673,2025-08-04 23:52:34.417365,232.09,19.22
ord_5412d788a5e94de5d033c53a,2,prod_6fef5671154a7af8eb7e0d89,sell_96fa0479957b0c6f912b38c6,2025-07-23 15:17:31.680735,935.44,124.48
ord_3b42371a40a27901602f5209,1,prod_6ee20010abbc3aa39be7ba0f,sell_248c77ee6b3a01ca53956356,2025-08-08 04:46:53.415720,597.84,103.06
ord_3b42371a40a27901602f5209,2,prod_0fdf2eafa4edf95fd5813a57,sell_5e1b778452b12f3f9b5fa1cb,2025-07-31 07:27:37.498356,647.71,108.79
ord_db58a4acdc47d194f62d7a69,1,prod_84aa0c5d191df3ae92c75fca,sell_80e52e0fe4331c29bb16302b,2025-08-10 14:44:05.199578,45.56,7.2
ord_add9b9a23810f80e45b29f43,1,prod_6c7f9516e15aec64ca654037,sell_0e027b728919f6a923294aee,2025-08-01 16:06:08.298684,16.49,0.29
ord_4952f7468087084564cf8293,1,prod_e89456a3a50fa43deac50d29,sell_ade9165ede598096b6843970,2025-07-27 02:31:31.716211,132.51,16.04
ord_df1f5f75e48f510627b5bcc7,1,prod_9b59bbfd04bffd5586797267,sell_c83c9af6e728f1826b88bbc5,2025-07-24 21:37:35.236315,245.35,20.24
ord_e667f775f26c968d930e9a29,1,prod_0b23a2f61c65379c479fa018,sell_d4ca2afbe717ad7fd82442c5,2025-08-04 23:11:34.612379,178.52,19.44
ord_e667f775f26c968d930e9a29,2,prod_93a1011151fc004e4735df92,sell_da94a157d8b39941761f6b85,2025-07-15 14:06:22.521672,267.41,13.16
ord_e667f775f26c968d930e9a29,3,prod_f0a696f4b6a0543dc9aedf12,sell_82fc39d3c6df01f38da0fc77,2025-08-03 20:19:38.362874,47.42,0.67
ord_e667f775f26c968d930e9a29,4,prod_94907ffa47cb84ccf0b4316e,sell_65460d9c79225453c04d058e,2025-07-28 22:47:59.139488,19.03,0.7
ord_e667f775f26c968d930e9a29,5,prod_cc532adb7de2db4f87a9e278,sell_bd0973e771ce74232d4b6a57,2025-07-28 18:50:58.630518,925.92,175.36
ord_5c1a9ab35a93ac09f1c171f0,1,prod_9c0bf0570d28e12e3ebf9d66,sell_417e08876b0acf2c95bc3f27,2025-08-02 20:55:38.543212,662.63,128.81
ord_432d14630569c882d3190e37,1,prod_a7e13cf6a4993aeea5b699b5,sell_fbf34ad020754ae233c66d67,2025-07-24 17:28:07.435408,182.99,22.34
ord_6145856ebafd34531639dae0,1,prod_9f408d744259f3ecd2a4480e,sell_b63bf55da2c8cd3ccb672402,2025-07-27 08:27:31.552063,352.8,27.99
ord_51564eeb2a13c015878a015b,1,prod_cf3ebe34f11dc85318dad386,sell_88b2c8645ad4c52bad354a5f,2025-08-05 10:06:19.077017,16.29,0.8
ord_a061dedae7adf9c7bcc81707,1,prod_4d4a44cd88f0d1a71fc76f3a,sell_cdbaa5a218d1f9b4c7d044e7,2025-07-14 21:37:17.784938,91.86,10.65
ord_736397e5113e39de16650db8,1,prod_7fd2e94f539ff9d5964be68f,sell_bd0ab9f822f2b6eccf057e1f,2025-07-31 20:59:51.316716,706.5,11.16
ord_0be665db6d33ed922effceb4,1,prod_85099c386b9fbccb4c667e21,sell_c70fa4c3313e3e64708a2da4,2025-08-02 00:31:49.713734,53.99,5.12
ord_0be665db6d33ed922effceb4,2,prod_0650f3f1294e121b08be610a,sell_7bcea85d027edda8de0f1512,2025-07-21 00:21:09.119632,1749.79,272.58
ord_0be665db6d33ed922effceb4,3,prod_aefca8de34c6b22322ddc2bf,sell_8ec6634328e8e54652b13427,2025-07-22 15:34:03.540901,137.04,18.86
ord_7af946ba0ecc4616521ea4dc,1,prod_747a1c4a216cef8b9034f752,sell_3a5a0a8db4ca7e24739e97fb,2025-07-28 16:52:56.380187,69.45,0.41
ord_7af946ba0ecc4616521ea4dc,2,prod_aedbc3ef4049e3626f19b564,sell_8ac9e4907ef9fcc764b8c3ca,2025-07-28 22:44:27.502950,774.72,54.73
ord_5c45cee39501d7198c7f40f4,1,prod_75ad8cee1bee50f11911b848,sell_a95175a61a230d1142f7dcb7,2025-07-22 02:06:52.539871,267.99,23.55
ord_fcc14829060fdb7ceb087614,1,prod_84d9149f7c70221777d0f5a1,sell_eac5c1303c24d07edb4637e2,2025-08-05 02:11:47.851413,488.73,19.24
ord_fcc14829060fdb7ceb087614,2,prod_1dbe921d96952df67a81f5a8,sell_1afcb831224ab870ae9d676b,2025-08-03 10:41:42.621333,400.71,40.73
ord_50162474d3fee98f2c029a17,1,prod_3f3c5fcba3a84866e567fc06,sell_77fe315ea995902eb64a88cd,2025-07-27 21:02:08.780839,369.43,67.62
ord_50162474d3fee98f2c029a17,2,prod_6dee9a91c034170654404872,sell_89ca92af26c8b34854b0e31a,2025-08-09 03:53:33.420612,1739.84,165.36
ord_c48fd5c4e7bced04bbd27ab2,1,prod_aa911c44ce79b6cca419d212,sell_a4e25fb4d83c1e81b34f6d67,2025-07-27 13:48:55.252868,605.54,31.61
ord_c48fd5c4e7bced04bbd27ab2,2,prod_d0f0adeea611c6ce3eeba112,sell_2ae399662e5e23a8ad432ed4,2025-07-17 12:10:25.865009,155.65,7.56
ord_01eaec9c12a9b283cb4c4458,1,prod_eab95a04c1fcc6c2fbd7caed,sell_b7ae940ef8d817d21ef465ee,2025-07-24 21:18:42.988077,1368.12,225.54
ord_01eaec9c12a9b283cb4c4458,2,prod_4f67e3c341af79bed3a7fe60,sell_db9d887f6c9dc464829b5ebb,2025-07-23 23:45:22.276767,233.67,23.37
ord_01eaec9c12a9b283cb4c4458,3,prod_aa936489008e71cc672c2429,sell_d110e44f8b4183dd2db007af,2025-07-12 01:09:55.663619,74.06,9.74
ord_f2e11c9206bcef5e8174967d,1,prod_16ead5589860a0275d4686b1,sell_48af96ef99de899889ed503d,2025-07-28 16:26:03.355065,90.78,13.44
ord_49bd065d0645219f2691e5a5,1,prod_22db77db81c440aa9267e9c7,sell_7756369d465a373435e0af28,2025-08-06 04:49:37.318437,188.55,23.77
ord_49bd065d0645219f2691e5a5,2,prod_bfeace682e1b9f212a2ff6ff,sell_71000e31d7df635aeb1ea270,2025-07-13 08:44:20.741951,193.35,32.34
ord_49bd065d0645219f2691e5a5,3,prod_c1ba598596aef62ba0b9d0d6,sell_1b0271da81a79b1a2817566b,2025-07-29 10:09:07.151222,708.27,90.35
ord_49bd065d0645219f2691e5a5,4,prod_6eeb8493738a9275986543fe,sell_51db7ebe5e68698c5489e8e9,2025-08-01 09:35:57.367869,84.89,5.43
ord_52d3b0d90fc0218361028d78,1,prod_57bee858da4cb55c6ec8c1e7,sell_048b3a73f51633ce7c257109,2025-07-22 13:22:22.070561,742.85,139.11
ord_1e019af13a1e0e9703fbea42,1,prod_d9c1c4843ca10aff8208786a,sell_6812d751cdeb7a3f13c37302,2025-07-30 23:56:17.002725,1757.39,1.35
ord_fc9a04ac5fcf2ec352225d3f,1,prod_2c7c21d13f490062c04d56eb,sell_4a703eb8b5e2bd4813f49c9a,2025-08-09 15:01:23.082437,403.04,46.4
ord_ca082432f77025df5b2bf50c,1,prod_476077617557ff6febaf3e22,sell_ce7d3a5bae714f53f698a5d9,2025-07-14 16:47:53.409375,509.04,2.39
ord_ca082432f77025df5b2bf50c,2,prod_3dd3e1b8557cdfb30eae8153,sell_c2d7df19b0048a1f60304c9f,2025-07-16 06:03:50.613946,484.16,18.66
ord_ca082432f77025df5b2bf50c,3,prod_16bae2bf5b7f5a4bb3fbd946,sell_18d16d6394430d3590314775,2025-08-01 06:35:52.889581,60.91,7.28
ord_d1ba258da326ea7348c47bb7,1,prod_1e471656ccce5885f4afbf5a,sell_42e035d3a94425b778eb1b84,2025-08-04 07:08:23.539880,187.45,22.1
ord_d1ba258da326ea7348c47bb7,2,prod_d38a3845821fd4678d0d927d,sell_607f1d89bf99a5b315eb996e,2025-07-28 03:26:14.954939,92.06,4.99
ord_4e862d6cea17b75067566ff1,1,prod_701dd5e5eeb6f3249f5409f5,sell_73a87a61cc2ea9d90a13b8ad,2025-08-02 01:01:47.593589,773.56,120.53
ord_000f9dbf0f772a48a9c06475,1,prod_2b4606a41b0de5a7705a16dc,sell_0661de72e4fca232968cc470,2025-07-11 21:26:35.935547,117.66,6.99
ord_b335b194a8d23941fc0a6e21,1,prod_6acffe57271aa840a3759940,sell_5aec6fb733f5a8bffd293f5a,2025-08-08 07:15:34.283432,272.5,1.31
ord_b335b194a8d23941fc0a6e21,2,prod_aba1effa99d51965057a5587,sell_95735df0299e13757d2c861c,2025-07-26 06:35:15.672143,1068.46,202.3
ord_e32a4b7f20f16877e6b5cc07,1,prod_b5e151ffb447e664f9b7cced,sell_8c490b1cbd7bba835e104b10,2025-07-22 12:09:43.020695,258.24,19.27
ord_609c7de0da55ea43307e36f1,1,prod_6f636efa91fd7dcdd4ef8be9,sell_19c2a012a5f119b2b3782143,2025-08-05 18:01:51.546319,279.32,20.52
ord_b1318f0a984343d844f41c69,1,prod_0821522133557671112276c1,sell_cd1de31d21aa5fdb01d4e3ba,2025-08-05 00:21:22.704457,117.26,11.05
ord_8fc47da3ca47047fc2475c4e,1,prod_16be0cc24c95b61e08858e64,sell_999408a67ee44bf786a008f2,2025-08-02 13:12:17.830221,124.71,12.64
ord_8fc47da3ca47047fc2475c4e,2,prod_1bc6e7a3df3a98b33fed2714,sell_a1f2d9d87a935b65dd2a85a9,2025-07-14 00:50:33.663972,50.16,7.75
ord_fabdf322f3ce9f06c33dcab6,1,prod_ab9bd3f9cbe236a79e84068d,sell_a3a8a550e7d220d71e3e8f64,2025-07-19 11:11:44.833185,847.74,99.74
ord_df085856b934ce5ffe1f16e2,1,prod_3d05481fdf2f06a35f7ed8a1,sell_46dbdbcb1d5402d36d500eff,2025-07-29 19:08:54.448525,175.24,19.9
ord_f4ee8fd86bc66fd19bc0efab,1,prod_035189f257776fc99c54d78a,sell_66f4742ed7237c1135fec678,2025-07-22 19:49:01.832509,254.56,31.64
ord_6625961839be37d66fd65de0,1,prod_e52540c75897f8c7f816ef06,sell_11d0cf1d233eb2e870110675,2025-08-01 04:39:58.530151,195.48,10.12
ord_6625961839be37d66fd65de0,2,prod_0fdf2eafa4edf95fd5813a57,sell_a14be46ecbfc160e176f0ca0,2025-07-29 12:12:03.182978,190.85,3.11
ord_6635e7038d75af824dae89cf,1,prod_ff7bca9f656197e7c6672702,sell_2bfa3465bc01e3eed83b07b1,2025-07-14 10:52:48.759219,160.03,7.82
ord_18514ac93dd06f41a2a5d1f8,1,prod_6fcb275442de909d657ed8f0,sell_26f02cf7dc7a5df5c7861b6a,2025-07-15 19:44:53.177087,687.72,7.24
ord_18514ac93dd06f41a2a5d1f8,2,prod_ced4d50b0385c395cb055f65,sell_b156e6e82b35c83f1f20e6f7,2025-07-28 05:35:58.915618,71.39,2.6
ord_48b3a785d932f961011909e8,1,prod_f5d7826f525b073ef9c331c0,sell_b2bbf6e4826453ce1f515de3,2025-08-04 08:49:56.563194,82.27,12.7
ord_bfd2dc80be502fb86edb5b25,1,prod_c5c47bc3c19eb62b3b4dce6d,sell_444954654104f8ac1e411ae7,2025-07-26 11:16:28.905691,108.3,13.66
ord_bfd2dc80be502fb86edb5b25,2,prod_f81e246eb80a8c0d2b147727,sell_3e87667769fec68eb8f2e711,2025-07-23 00:21:25.761648,1224.19,161.34
ord_bfd2dc80be502fb86edb5b25,3,prod_d03b8cbe7f6ac9ba5462f9a1,sell_1332dbee923c559c8ea6b59f,2025-07-12 10:44:34.955019,185.0,1.26
ord_bfd2dc80be502fb86edb5b25,4,prod_16e063effad084cccddb8e8a,sell_b56a42f1d22773b5ba4bef6a,2025-08-02 03:57:07.747068,1348.3,9.29
ord_a6726a69e85c3ccabb88f3f9,1,prod_0d77649bd045299ac7fbdc3e,sell_787d664e0f3522630f534401,2025-08-10 14:26:52.555755,160.28,27.11
ord_a6726a69e85c3ccabb88f3f9,2,prod_bcf822989690446e6885745a,sell_77515b3ced55e8ff021b9586,2025-07-15 08:40:00.093683,199.15,38.04
ord_8d63ea69043b6f6540c04867,1,prod_f45deeb76aa303cb1f00174b,sell_d98969f0b7ad47f863970897,2025-08-02 22:05:49.467890,1258.41,39.99
ord_419a739bc49610a53b942672,1,prod_c967e73d725f7ad7f8bc82b9,sell_444954654104f8ac1e411ae7,2025-08-08 23:21:37.689944,463.75,70.06
ord_419a739bc49610a53b942672,2,prod_b350addc0e7accdd8d5ab1db,sell_1f31dabdf1ed108e6d371a76,2025-08-05 16:08:45.658871,925.12,137.76
ord_3473cdd17585bd66a7389a63,1,prod_c7b5997a4d0061a9f50e874c,sell_0a0742a44140aa7968c6646f,2025-08-01 19:05:06.323584,707.2,90.36
ord_a03da96a228dc481618bed8c,1,prod_a2da70011e99ad0053ef6e97,sell_0bb29792a7d90898dd4cc999,2025-07-28 13:07:50.418815,184.87,21.8
ord_3688139de634791cd149567f,1,prod_a8c552947d710dcaa615b35b,sell_24246a01670d7500f38bb06c,2025-08-08 15:56:00.499425,43.69,1.57
ord_0463a835d21becfa7cc15f40,1,prod_d656efcb907a1cd39325f6b9,sell_f10b616b203961099b85872d,2025-08-01 10:22:39.001312,112.2,13.12
ord_a46169423bf393878af45722,1,prod_722ac177aba32e7c02235110,sell_e531416e50418cc0777b595c,2025-08-03 07:33:21.302290,28.22,5.25
ord_a46169423bf393878af45722,2,prod_bc5443d214ffe0adf94c0e90,sell_f8b06b2fae97c75a1551f6c0,2025-07-26 04:50:50.854084,638.76,52.89
ord_a46169423bf393878af45722,3,prod_75a311c91312bc3b94205175,sell_41223f973c81741049162615,2025-07-27 09:59:39.520980,247.6,47.4
ord_91be5859897249e3f758f125,1,prod_8f2d9f49490a1bbeb5c06db7,sell_705d44a42a2f84e15cd07c85,2025-07-21 12:42:44.868437,270.44,20.6
ord_3711a2666bdc5935046e69a8,1,prod_f4ecf75a08d81d63928e41b8,sell_25c75de9cc3ebaea48642c65,2025-07-17 19:38:03.405500,849.54,27.8
ord_bd4dbff426276f2c781cc0b6,1,prod_5d74fcae29b93467e2cb2a1a,sell_ec35730bc7ebe1768de81792,2025-08-10 18:31:51.844300,70.62,7.45
ord_2dfee382d06fee92aca4750c,1,prod_2b278c380639459e4cc69c5f,sell_21b670e3148e3bbd450f2871,2025-07-16 06:17:34.036606,224.76,34.75
ord_655d9ce168f173452fb18387,1,prod_32805a4bd4d0b689d9b7db35,sell_a06022b3ac13749cb3b8551d,2025-07-22 03:23:15.247434,36.46,2.35
ord_fc609f8249a0f2f876ed9d63,1,prod_9fd326a55caf155d3356d9d3,sell_d3170846ae703f68f35457bb,2025-07-19 02:54:46.631637,127.67,20.74
ord_0ea55c419f1a7796dd9a4fbb,1,prod_6ba71ac1dabb717773dd54b0,sell_33405c6091d18895629ad387,2025-07-17 03:28:34.793690,94.67,2.78
ord_2e5d3a2f5c49adb35c099e54,1,prod_f5761befda49803f1c4e84cc,sell_146511277e9a61cabeb66792,2025-08-05 11:23:00.862600,945.78,169.98
