customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
cust_cd83fccb14082e88343ff910,uniq_54644e20fadbc277ff742c0e,14847,Sacramento,CA
cust_b3d87dd221d83a0ccf411c13,uniq_575aaecff86b813077909abe,48462,Evansville,IN
cust_1f39510fafed6c9a642f7e4b,uniq_08c43b99d5b53da6115bf914,36422,Warren,MI
cust_6de0f33cda8cfedae319835e,uniq_c4952c24b803f3371a4871c9,15741,Joliet,IL
cust_04b05deafe16e752d30ea3ff,uniq_d9958b5ee7493dbbc0914d52,36144,Baltimore,MD
cust_900d547fe37a62252a9ec23c,uniq_e23bf9ed6de3857ad01d389d,15492,Bellevue,WA
cust_d6761160ee47f9114232fa45,uniq_1c85377d820675f0531c5586,51365,Evansville,IN
cust_a06de8996bc3e3a87697c2d8,uniq_902810fdbe22162d0d732d08,50642,Elizabeth,NJ
cust_cade5a670848d7c34f03b411,uniq_c41035e251db772c2f0eb402,77552,Dallas,TX
cust_89d368cd8066dc6c645bea99,uniq_4abec980ee873d4f5529e0d2,62196,Tacoma,WA
cust_2d5e1b73c36e8b634f54eda7,uniq_510bf1f7766fe6e6b3330a50,81176,Philadelphia,PA
cust_2dcfc91f2cdb89ae36a0209a,uniq_26e79515f9f0a78f24bd5ff3,72049,Erie,PA
cust_1be0c21a5b1d665d36fad732,uniq_de460372c57a8d5db4174129,43202,Jersey City,NJ
cust_be09930a625525db24691dc0,uniq_f6af504a626583dd8ce22533,14799,South Bend,IN
cust_38db0fe25fb6f5c637d5f0e0,uniq_7e014af06458f0f4990416da,94790,Los Angeles,CA
cust_6dbf4bf0b076659f1b5e9781,uniq_8e20ec61bc01cf15d4f9daa9,35048,Vancouver,WA
cust_9884d533f719b7e4001929b6,uniq_b44f2b3b88cab58ab86ec695,47501,Aurora,IL
cust_b436bfcf719714947598dcb3,uniq_c6ca293e7e1f5d36faa93aa9,56789,Newark,NJ
cust_7cc8e15c01d9bf22f6c6d43f,uniq_36ed89969a4cd24b5387d20f,16265,Memphis,TN
cust_8e4d446a1edbdd8def822521,uniq_d6f578003e411809873e72ea,95948,Fort Worth,TX
cust_dcbf0eb53b19688451f3559f,uniq_54b51d4b0f72219b73c62cdf,53506,Syracuse,NY
cust_54863fee0233b4d4963bae46,uniq_d7a82ec330f0b665ca1a5447,45811,Boston,MA
cust_dbad96c49ad39996763f0d4a,uniq_5c835c1aed008127a2171a7a,26315,Naperville,IL
cust_36410399a75abe3024b66cb6,uniq_4f94ed09783d0dc562b8584c,58237,Sacramento,CA
cust_381257fee4a10e5fb09fcf56,uniq_0bb9faf1c13832f1c3ea4d56,67272,Lowell,MA
cust_7d896175ce4f33a52c091bb6,uniq_9824187dd3cdae81bc4be7b1,62431,Tampa,FL
cust_2e0a72faf1813c03f460911e,uniq_192ad6f59905c22e43798d59,67637,Dallas,TX
cust_12517bb90c7852ece49a5046,uniq_84776ef26c7c671bb4ee5e8a,60678,Orlando,FL
cust_73edb5099cb0806f8710072d,uniq_24a018a5bcf6b2d122cf480e,54438,Buffalo,NY
cust_45cd04029ac6e83358b68cf2,uniq_299dbadc1a352532ef70da23,34486,Erie,PA
cust_fc0468d52ab812336939cedf,uniq_b5a0e474fa53777b84843cc6,75038,Chattanooga,TN
cust_a8cb08fb0d7e7c944c804578,uniq_cc614a1ee850077154bbed25,75211,Orlando,FL
cust_c0d7583c4a9ad4360c896185,uniq_8e442b581e5b558d5363fbe1,58148,Lowell,MA
cust_e9ff4a976bac323f60a89cc5,uniq_c198707fdb4bb0df9da42cdc,78062,Los Angeles,CA
cust_d2be1c788fba71862a397bf8,uniq_168c5725adade15fedc18bbd,44959,Albany,NY
cust_2e86b45a56641e3d91f51659,uniq_b61ba8b592d2138bb59fcc16,20828,San Antonio,TX
cust_89ce61db641b9f68b6355540,uniq_b789f0c4ce82e226cd20fca8,65640,Augusta,GA
cust_593df7b1ca3677754016e50a,uniq_341305d918eecc390bdbeddc,20345,Paterson,NJ
cust_8b01fb92b8189fa139c787e8,uniq_8218f3da87e5d52d60464aa1,66440,Los Angeles,CA
cust_1832c4e93289f1a840ac4905,uniq_68e98bb18fc5b094761e40ef,88964,Houston,TX
cust_0692ca6f536056533830b93a,uniq_dd7fb37e540894ee67253908,33652,Sacramento,CA
cust_d1a57ff714489942d0816594,uniq_f26e6e180ea6c5a0abe2ed21,81496,Racine,WI
cust_21b6d6c2ef90d63dbd922ffd,uniq_4026469361e178d54d9bea71,48504,St. Petersburg,FL
cust_0e2ade26c38e67ce6994f4f1,uniq_9c45eccc618ce77027b54c2d,52101,San Jose,CA
cust_2876f1b7a0fda90b8bef6c5e,uniq_bb8aeb2a8cd6cbb8d63ce484,23447,Dallas,TX
cust_11986af2217bca0206928652,uniq_91166e66a04e0d3bd3442042,20494,Austin,TX
cust_5b6437b533b34ebd3c7d553b,uniq_0dd4f860c1d05d3490dc8203,52981,Houston,TX
cust_3995a132160295306ded6e9e,uniq_65117afc927b28f1ff082e6c,96628,Columbus,GA
cust_8eafcd4b340cf46ae922c57a,uniq_c6c7078ce08cc814da737bea,48750,Albany,NY
cust_411b7d93cc9a823af3f9b78e,uniq_ea5f486f24446c12abde96b4,50173,Cleveland,OH
cust_8ae448e42cdcb9b02710e87b,uniq_2b71b2963f87f8ba0e8250bd,68447,Columbia,MO
cust_73e7c5f204164e9e1b1ce59b,uniq_6ca4ecdd60b5042e69799a72,88986,San Francisco,CA
cust_9fb9c0ce250f67fa17a69691,uniq_d7f41fe2ee126a9c6604999d,65851,Buffalo,NY
cust_46e02e92cdc0defb55b8fa4f,uniq_dcaeb276a8884c6d956abd42,31842,Cincinnati,OH
cust_a1ae43e77e0b9792f7478f6e,uniq_31bd0e09adb65afa9026bb3e,68183,Springfield,MA
cust_bc7e4f21a72c4cbcff2bb6e1,uniq_c777f89aefee930785367a70,56077,San Antonio,TX
cust_99a355807fc3a06655b9a457,uniq_4dba255cd47ac5ddb4abd2ce,68606,Columbus,OH
cust_86584360f6d52c68441cacf8,uniq_6b86610fd62648227d302b08,15551,Syracuse,NY
cust_3bccf66323eb107d84a207e8,uniq_03e4df8d8b89a27704c04b4f,56210,Syracuse,NY
cust_e2a491189959b1422cc52e45,uniq_1ab6459dbc5281ef9e481428,90589,Sacramento,CA
cust_f0bcb090bd8cfda4846326ab,uniq_63a1510c88ba8ff171c41ebc,67008,Los Angeles,CA
cust_e8f1ac9b22c65afcb32cd8ba,uniq_37dfe8676e8b82243e0e8f96,45986,Houston,TX
cust_0d3f0bf9f5ce8fe1540cd836,uniq_07dfb68b12ec6db7489419e2,93816,Philadelphia,PA
cust_6b59f8e6f849503dd341a216,uniq_59403197db7cca1dc8c1d269,17518,Cleveland,OH
cust_e5770a360ee583a6286d51b9,uniq_b3f0fda299357215fea779cc,19835,Paterson,NJ
cust_98776e7056c8d3af4b3fb80d,uniq_73511eb828569d70a086055f,97973,Reading,PA
cust_f48b4f95554fd64f2117e4c5,uniq_8444b4e2e3e543d6bd0eeb81,93560,Augusta,GA
cust_5cb61040a4724275ec21c410,uniq_231ad02be7ca46c8e1cbb3ca,63242,Worcester,MA
cust_6dc9a2e17ff48f3b50983d54,uniq_276af6c38e840c4d584561b4,57619,San Jose,CA
cust_f9d749707a65ef4e5934d4a4,uniq_20dea46f3f030549c51e7729,77251,San Francisco,CA
cust_a5b6aab8401e676ae376c69f,uniq_e51a2c9e87cb3d05adec95e1,99051,Sterling Heights,MI
cust_8d9938e160aff696d0495f3f,uniq_3746a0fab099e079d0a88a7c,30969,Orlando,FL
cust_e684d8a3cf6df0403dc2ce3c,uniq_bd84ff69653a86f23a54f729,14081,San Francisco,CA
cust_a6402bf12c0d5acb32d3a30c,uniq_bc96a55835cff2fe8904ca0c,28714,Albany,NY
cust_8b4359835fd0ced2c6efe71c,uniq_0f1de229a48d4b95d5f822e9,89635,Greensboro,NC
cust_3ebb987208a51c6a63029daa,uniq_f3accb975a0028aa90dafa54,98878,Dallas,TX
cust_0e197385d0f9e2e4bede5d7e,uniq_f5c7162ef6e3842b6acea271,67432,Tampa,FL
cust_cf63de50b53fb4eea7fa9696,uniq_bdf1629337fd3b69c733034c,14561,San Jose,CA
cust_e064d952dacf24a9d75e5ef7,uniq_b3e00e85bcc63fc536dc3de2,26545,Syracuse,NY
cust_9bd7a26b1b43a9df2c349cf5,uniq_ef6440afaa0ad097617147c2,18812,Frederick,MD
cust_c874b88de7091a5700c9588c,uniq_08c8ca67630ddc5cd62fc465,40932,Syracuse,NY
cust_0d772a9ffc118e0ca192021a,uniq_b9a9c349bb8e6754c348e243,94562,Tampa,FL
cust_d2308179268cb370110155f0,uniq_8c2398b66cbc80c66825a55d,58015,Mesa,AZ
cust_9732e527e6de9f1065c74d5c,uniq_cdce593d10584b9694070b38,57467,Paterson,NJ
cust_6b42fd606f4e87645fe3ad45,uniq_6742fd86d558cb1c8d1218fa,60181,Athens,GA
cust_a75724dc295d5d92d8f2d31d,uniq_7f8399114842766961463041,84349,Durham,NC
cust_bb5186f4d0763fc3fd690a67,uniq_91b2abc93c41ce7830ad24cd,14244,Houston,TX
cust_2400ce1bc08a3d1a7ef436aa,uniq_2b603e0c0dc2c70c68960f48,89310,San Francisco,CA
cust_d232d172a0f88e97cbc0c6c3,uniq_3fda625215a55bc214024b41,30111,Philadelphia,PA
cust_ccbd6c687d8a2fa7c38ddbd0,uniq_b34bba77b14ebe196d6e6d10,99006,Naperville,IL
cust_2fb9caac975ebf92c89bae5c,uniq_68057f08a744999016fc5c62,68972,San Diego,CA
cust_00cf5a32cf1449296e61453c,uniq_bab054fa32489492c8ee1fff,58623,Austin,TX
cust_5de179b98cfe4e60a89bdacd,uniq_4eeff12d50c9d477742c23f6,58760,Columbia,MO
cust_7957d844befce29420d7b220,uniq_82677255d990511d74edf0e9,68188,New York,NY
cust_edd2efa8d1254ad57fe5a470,uniq_6e1a3ed8bf8680683b727f4e,20077,Naperville,IL
cust_5151ee75cc9eeef620a657c1,uniq_f4c43e558103c8eb6057f0f4,85225,Rochester,NY
cust_aa88d13639760ee0172fcebe,uniq_496c4c38367c7683ad675b26,28047,Lowell,MA
cust_8d4a5f3b8e8e715203425f98,uniq_4feafaf666870f92973a3805,79397,Kenosha,WI
cust_a3c4a8ac91b0a548e5407c4c,uniq_161c6b5a3a3e966f7da2f084,58096,San Antonio,TX
cust_e7332aa6f15e3a02f950c9d4,uniq_bd80b0d1c279ba3be074fce1,62171,New York,NY
cust_6330dce5207cf25f81efc976,uniq_9f4318b3d90de9da2febf549,51207,Fort Worth,TX
cust_dbd27cf37336a998f1abc6ab,uniq_d13b81c433a47a0d484003be,95139,Philadelphia,PA
cust_c05a2d8bfc19eec4caa798e4,uniq_ef7e70a67359cf75f893b038,46528,Milwaukee,WI
cust_3c614460353879aba1ab31a2,uniq_de3e82aac68c049c2f76fc14,42717,Vancouver,WA
cust_1c6daf6db64a783e7ae62291,uniq_06855d329dc081d4edcb2c6b,24869,Allentown,PA
cust_37d9ba6e20d5e0f230d35d69,uniq_4a4312a73b4efd79d72cacc8,13396,Greensboro,NC
cust_e3d3204d2e8388aa37f7df5e,uniq_53d92bd79e87da77acf294ae,34385,Chicago,IL
cust_62ff91d50bbdd248e0daf3dc,uniq_83c3ea6c51fc93967d90f446,75410,Detroit,MI
cust_19c8b0f989922ff91ed8814b,uniq_10750766017b86d03c81b0af,77861,Fort Worth,TX
cust_643a1ffa8e6d071340bcd358,uniq_d979da10d02e38914006018f,60723,Reading,PA
cust_c583a65ba2475250ed0a753d,uniq_f4eb02ece112b0e8fc4fba1b,83619,San Jose,CA
cust_06e03795490febacd26f0734,uniq_4627aa4945afa3068020d0fd,25435,San Jose,CA
cust_bd69c30dc68825c155923adc,uniq_d30cc195ef8f8c00b2907d95,44311,Gaithersburg,MD
cust_f34c985a6f726c5e47440e20,uniq_698152f557b46e9348d5c6a3,44116,Miami,FL
cust_b2e06564626e8d11a9df87a5,uniq_a9fc18a5b3f0da35811035cb,68493,Houston,TX
cust_54e94358093e6b84c5e4c820,uniq_4c5236efbd7a3ce4fd5b2cbf,38124,Sacramento,CA
cust_c6e8de02366989f01e12df3d,uniq_ba483b1ba1f04788f47c2503,90199,Virginia Beach,VA
cust_6b9cdbb9e9c4d6033c27325c,uniq_d5d229cd4b1b49120348e242,47431,San Jose,CA
cust_2781d9d0dd8eeb3a3ef18476,uniq_b6af8481d7b0d4c6494d3e74,74382,Newport News,VA
cust_d76308274566bb2e3184946e,uniq_efa8f551ff67ac3722eb0b3f,36237,Milwaukee,WI
cust_93bca20084dc8b1b25c2e798,uniq_1a891ea5d77d27a76da03c4c,26074,Sacramento,CA
cust_d08dba263365ba07a05425ae,uniq_caa322382757a26e7d7fbe63,27790,Cleveland,OH
cust_3e82788a290123d3c8733f5b,uniq_4eecf00e32fc14863fba4dda,19706,Charlotte,NC
cust_925d62f676c57f954a6542c6,uniq_9d42c3c37fc3480e8fcbe4c5,69250,Houston,TX
cust_651945f137148bd3f1529d4d,uniq_a1d7aee132dc71a0e23d1b8d,32630,Carmel,IN
cust_35e814e90e68ce7ef06c8b91,uniq_ac6128d0b36eac804333d460,68341,Columbus,GA
cust_a083fe4162a2644e85d79878,uniq_469d2972acd44b1ae658af28,21506,Columbia,MO
cust_ddbdb0a2349f936f368546a3,uniq_d95900405b1ebde6e04756fc,99381,Orlando,FL
cust_4e821e95fb2351694b916aa7,uniq_8abb7cef9cb3875d93139313,51889,San Diego,CA
cust_5bb3f273034542bf6aa5d492,uniq_a0a3e0a874f38c765a1349a5,97535,Tucson,AZ
cust_d807c68d4ccc0f9919906e19,uniq_5c392892afd2893656d155cb,55537,Knoxville,TN
cust_56596fb5adf8aedde14518e2,uniq_6bbb5a8a74faf106a2d233ca,18511,San Jose,CA
cust_11ff0195f021511ee48cd229,uniq_3748b0ceb5e0f13826af0d17,82089,Jacksonville,FL
cust_d36a660f97cfd301c3bd2131,uniq_d4bd04de2547eefc595c9cb2,81063,Racine,WI
cust_cdd0b17430b8d9b5dcfc448a,uniq_ac2d49123827fb74bb267037,48058,Sacramento,CA
cust_0a1251a7a18dcc478dd5d6fb,uniq_09771e39aace3caffcaecd43,49315,Lansing,MI
cust_c86dee9d4a861d2b3eb96865,uniq_15c1074dc6180aee247d74fc,30644,Buffalo,NY
cust_794f9586e10c4fa0d64f6652,uniq_966dd916a4aae7e5924c3ac9,93584,Austin,TX
cust_46f865cd33f49d5903c1b693,uniq_f3fbe3eb5886fa78890ff8a7,32818,Austin,TX
cust_7120ba5528ba41bf4d83a953,uniq_61a4fc44000db42855af99e7,57381,Evansville,IN
cust_4797460fcbd6a542de340605,uniq_16e78441d0a3916cfd42a838,76683,Indianapolis,IN
cust_bac56b441046769a6f7c7bca,uniq_97f1896602815382858616fe,39391,Carmel,IN
cust_3e8018158ddfb6649301a8bf,uniq_475333fd72a47beb300e13c3,25907,Sacramento,CA
cust_bafc73ba51977d78979956c0,uniq_49e677d9d1f730a9d28b625c,36342,Lansing,MI
cust_c7d257b871f98e56bfcca7bb,uniq_f4f0f66a1d0de4ab5ab52fa5,28202,Austin,TX
cust_e4ef1d775e265f6a10eee39d,uniq_1db71ff0ac2b7bf56b08ddae,41029,Erie,PA
cust_23d351e25283927031d0ab61,uniq_cd856311c12cb6d406b3cb5a,74752,Reading,PA
cust_055c7276e2b13176bff5a50f,uniq_8c4338625bc537c7537b297d,13445,Chesapeake,VA
cust_72c0e506ffec43dbe0f4e47c,uniq_68a05378bb1564e2d88d9cd8,57303,St. Petersburg,FL
cust_f82c2772242c34a9bc256ba1,uniq_48945ec18d83b697929c0a6b,82616,Sacramento,CA
cust_773d55160652cb484ba4ea5d,uniq_3fe4e288f3431dc1a7388965,85009,Dallas,TX
cust_9263f4d5d77fba14a25a972d,uniq_6fb358299ec9ba8aa2f663c2,58353,Cleveland,OH
cust_3907b3da8cc320530410b4ef,uniq_4c1631bac00ea63caa25f54b,71263,Austin,TX
cust_a4b504afa28ffcb4f568ee55,uniq_fc5aebee45c942a2543a0d52,82305,Philadelphia,PA
cust_3ded48b4ef7ffeb6b14f1b76,uniq_68190d38f67ff72047894519,27009,Detroit,MI
cust_f2fa4da029f3de9af2b3adf2,uniq_60d7cd2524fd56078d9fb36a,90209,Jersey City,NJ
cust_0a3a2dff4070784c9ec79088,uniq_e529458ebe7b06aa025f92b9,21300,Miami,FL
cust_51f9e53835b99187929d63d5,uniq_fe5a1c56792815bcf40061bd,18617,Indianapolis,IN
cust_6ddb3c097eeebb16e6c2fed9,uniq_6ea7fdfd1174070ee00c4985,50539,Syracuse,NY
cust_f178533b5e0c4b81603bc7b7,uniq_242ce4caf464debdcb1e8bc4,62187,Newport News,VA
cust_7d5f3991e5b8752172095b7f,uniq_6ca773dac865806fd4b5694b,72739,San Diego,CA
cust_1c2fbb26dca7b7edfc0a8963,uniq_307d0ebf9b5b8c814bb5441d,78903,San Jose,CA
cust_3743567ad01433c85d54272a,uniq_1d2e3e64c63e53c6e74da4c6,63843,Chandler,AZ
cust_e7c5cc73d61e28622a684b66,uniq_f8f80590aaf6b6d858921eec,63665,Dallas,TX
cust_c50a65e4a5db5200476c49fc,uniq_f6a0859dc9783e7600031077,85353,Spokane,WA
cust_ee16c6065804ba8fc6a06ed4,uniq_d817be1070d60da3d84a0cbd,19666,Jersey City,NJ
cust_bf62410cc73b2bf28662b7ec,uniq_12ed3065a09bfdf40ab96102,26426,Naperville,IL
cust_47bf58a9be9a6c0710c0127d,uniq_fb645f8cc12dbd94fe08f976,51553,Tampa,FL
cust_5fc680413717a4208503c01c,uniq_12d3313c0f7c2814f5b3094d,94192,Syracuse,NY
cust_1c5f7d9b40f4440af7e1700e,uniq_fafd54cc93e6e530bbc5ef86,19720,Jersey City,NJ
cust_cd8bf16e12024fa6ee198893,uniq_a35052f8b99d24605d339064,68979,Glendale,AZ
cust_f9589b31e752b2036e83a879,uniq_f02568591d5a663853d0b3e0,71057,Chesapeake,VA
cust_bddc8137f80ae0d486b4a5c8,uniq_74bc8479583320eff4bb5f8f,99143,Tampa,FL
cust_6f09239b929fe0009b90983f,uniq_2d9bda123b9b4f1f4bd7f40b,77811,New York,NY
cust_948e117d440fe3cf8be6bbde,uniq_904ff9ea07deba54b7c9dbfd,55156,Sacramento,CA
cust_8be3875c28a200b3d9db2e7e,uniq_4d2a2e78c55be74da1918eed,26821,San Francisco,CA
cust_972dc975253d589a046821c4,uniq_4fac9cfffcb77ad4907ffaa1,82260,Dallas,TX
cust_0f21915c31af7c7e46ac586a,uniq_7bf6634c5e44c2ce1dcb67b7,93859,Chicago,IL
cust_1348c80c7b1fc0992bdc897d,uniq_ba5b5c74795b1ea63b64a1e8,87042,Pittsburgh,PA
cust_d0f233516c5c53b3a48b3303,uniq_5485c0dad6f1ceed574e06e3,33850,San Diego,CA
cust_743e9f25175aa581becf384d,uniq_024682bfbeab2c51b9a5825d,26912,Reading,PA
cust_44560ce93b4531d03f43a31c,uniq_4418ef55988be503a0337d04,66704,Warren,MI
cust_2b43e68339cf3c74c3702c4f,uniq_4f72c1babd1872b3b773a4cc,75911,Erie,PA
cust_18b21954393a58ec78a61f80,uniq_1bfd69f9942b6e17457aaa24,17263,Los Angeles,CA
cust_7139dadbd80810d68182095d,uniq_20a23afd09f07dfd1813e514,26274,Los Angeles,CA
cust_f5c72b084c8c46253904f5e5,uniq_0954564a93a2c19f486d1a5e,77908,Gaithersburg,MD
cust_84425c5c1a890f6cab0ca676,uniq_ba366dbf5d2944deb69ad450,30056,Durham,NC
cust_ceb9e3eef55b5504b9e2023e,uniq_1fe8a0301f2af470b18f2c3d,49862,Syracuse,NY
cust_b6995762779f41f00412aa09,uniq_fe01e706a37adaacd523042d,31581,Durham,NC
cust_29d25c5e2b383e89f6d965c4,uniq_6a2939867bcb000c67561d61,31229,Cambridge,MA
cust_4f83c06a3f7cca01fe1d03d6,uniq_c69e37550b91fecaf7abbdb0,52291,Austin,TX
cust_fbc4dfc85811e5e69dc82f6a,uniq_d3cc46a221a8940bb6ceefba,39552,Kansas City,MO
cust_2f25b26335bd9c30ef566bff,uniq_d154c0088eec167d9a27c4b0,55353,Los Angeles,CA
cust_8002a75be3929a342f90d723,uniq_e90db42c190629455f4b87ea,78012,Chandler,AZ
cust_760d32b2ef777c051d1438f5,uniq_2389c7e1add7a19d9ecdf0be,47230,Cleveland,OH
cust_41937f84b7dc1edb42295878,uniq_0ae260a7ea476ac6b3efb527,20336,Los Angeles,CA
cust_4d81222deca51cc65e6096ed,uniq_24360731dae90da214f10be9,42847,Edison,NJ
cust_66c1cbf7cf2369f15bc8e048,uniq_28cae56d8849494c66367c00,35729,Miami,FL
cust_66f21fb5426f96bb725d42ce,uniq_c677dff1227be04da94fb6b3,93238,Dallas,TX
cust_769ed628cc7ed7f620aa66cc,uniq_a113ac80d99b707a2addb435,82199,Jersey City,NJ
cust_31e136e3e4f07f1d31bd8d72,uniq_fe17b11a41fb8a6baef59d72,45972,Albany,NY
cust_5927c1a9af29a8cb50b87450,uniq_48d9f25b61389a5d732aadfb,26406,Springfield,MO
cust_a12e0a09d3fac34095c993d9,uniq_0d4c9060ff904b9c6ba4c250,91922,Los Angeles,CA
cust_6936a819cb44012e34f18524,uniq_d2610e72b0af819f77b502f4,49691,Newark,NJ
cust_1f7bc3c0572034fa5dca2b2f,uniq_4e1662ef797da21775db8307,90534,Warren,MI
cust_6c132235da46a5355e8a4581,uniq_b146ae57e7bb3876ddfd7ea1,79924,St. Louis,MO
cust_d2c4a9e26aab1686e7a07af2,uniq_332f10e52c3be732b90cddde,22245,Fort Worth,TX
cust_c62ac94fcbb99263e3e505b7,uniq_028587a6a23a079954342cd5,75873,Reading,PA
cust_4830cb64f31052b0c4a9a1b4,uniq_2474a6b7fd059b004d04474b,94015,Rockville,MD
cust_cd18a22958e31f29309126e4,uniq_70c57771c633dec0247409f7,32103,Orlando,FL
cust_1f3dad4dc2c9543cb803599e,uniq_b1ecc8002871889ada7e3094,87569,Sacramento,CA
cust_9ee4fab4ded692f7f531586a,uniq_b6dcf6c4e9f4821a7c624420,86106,Newark,NJ
cust_e64d98f7b2ba53f7d2b8949b,uniq_5dd0200b49050f0ddf97f0d1,30210,Dallas,TX
cust_4992f3fc0341390ab093f4a3,uniq_af486f7f2860b37fe820c484,32439,Milwaukee,WI
cust_c74d2e56cfac0b0317ca66c3,uniq_cd5416c13cf595950280495b,96341,San Jose,CA
cust_95657876c2b2a080cab1163f,uniq_d9a471a2766dc88f167aefb9,91851,Fort Wayne,IN
cust_cc54f9f0eab6d6f3ecf51154,uniq_a2ba4c827cf924b95ae78907,89316,Dallas,TX
cust_d3a85e4033ad19985b1cd68c,uniq_30b16d4c80eba943dbf79fb5,54252,Dallas,TX
cust_ab2581b8e7b0bad951287a90,uniq_2c06668b1382696510f25312,83874,Norfolk,VA
cust_e86f0878a9c38ddf85428571,uniq_3e662c3697a872b1b1dec819,15399,Orlando,FL
cust_c6f3086b961018c4260502bc,uniq_786b41a5e630e6f6773a52ff,13718,San Jose,CA
cust_2562d6d4f002207be567aa71,uniq_ef394ab50cf49815a41c4a3b,20646,Miami,FL
cust_7e12d9352bc27a93f805c7cd,uniq_00c8cc6443c89fbe8e63d646,15958,Houston,TX
cust_edcadcedacd9d4248dc32fb3,uniq_1ecab99ca4463a3ebda1501b,94076,Bellevue,WA
cust_97c8b5b663e50ff88a33ec96,uniq_64131f7437595711b17ca355,85598,Detroit,MI
cust_6ccd99deabdcdcec98469965,uniq_370b381a3477b7da7ba353bc,44688,Sacramento,CA
cust_9116a4f538139268b5d5f08c,uniq_247f746f13f28fc1624f1d83,95344,Houston,TX
cust_11db95b4ced0dc1f1624461a,uniq_3ae835a092c9ba765cef071f,37631,Springfield,MA
cust_59d3624707b816bf0eb0ed24,uniq_5822c91701f991cac6686401,84991,Joliet,IL
cust_afcfccb6482c701f41e37789,uniq_f52366761290db94d75eb646,64602,Athens,GA
cust_d3783b93bc11a9a0c8bd5e71,uniq_23e53cddadd251781a595527,91016,Erie,PA
cust_6c049da41227e4181c1255ac,uniq_f1a0ab4a9ae15ffa2228203e,93753,Lansing,MI
cust_a01e31c291e5999ea680cfce,uniq_a2204c250f0dff5abaa4fa73,13969,St. Petersburg,FL
cust_5c7329534c415b323e347c20,uniq_5158d827af6bd8e31426bd9a,75278,Rockville,MD
cust_fc595776f6d89a5d44f5440e,uniq_096472d113b8f7fc41ddd5db,92203,Tampa,FL
cust_459c0b6d973ae9d49f2d428c,uniq_4f37f0c9409c48b87a0e30da,81509,Albany,NY
cust_8620c3f437ca406f27a4ee95,uniq_19c999051560440597b61ad4,47967,Charlotte,NC
cust_2e1dfae6898b3f598e60c158,uniq_a4d564296034cd373dc805e3,94136,Warren,MI
cust_d36ed3fbf7c6beab65bd6d22,uniq_a9a5f5819884826c82b80316,49596,Indianapolis,IN
cust_953fe9daf627f9b2c9fb2df1,uniq_f17a9a99a0291af4492444e1,73300,Dallas,TX
cust_f51d3c41d185cf6707d92358,uniq_be3a87f75dbe4b4968143f2e,42096,Mesa,AZ
cust_c3261647cbff26259adb2a33,uniq_d4f66305c229308d23c6bb50,99783,Springfield,MO
cust_21c1d9248ffad21e083b17a6,uniq_20568b91539eeaa8f1a11c5c,63227,Dallas,TX
cust_b5d8a4481a31d233a58375b3,uniq_9651218f3f2f20935d1f2c0e,48985,Springfield,MA
cust_b73d5b125fa669774b7d43d5,uniq_3c4e482d42733dc2aa719958,69446,Warren,MI
cust_f3d449128dca0c26ae244556,uniq_3d18698e1d9d011293ed83dd,19564,Frederick,MD
cust_e3f8237c8f458ef576c990df,uniq_94d9eabe2f002da6d24728b3,17852,Philadelphia,PA
cust_84a6222461637b47e59c6a4b,uniq_57c0bd52f45ac205068c232b,30719,Allentown,PA
cust_bdb238160202ed25c443e711,uniq_76f84dc5f3a14e8ccb737a58,67619,Sacramento,CA
cust_79739732ef073b19153f1582,uniq_7ed94c6ca9a7a7e787d6fb1e,64476,San Antonio,TX
cust_bf10b0676d060476a40b38fc,uniq_d533a79af62a8afd9bcad04c,73471,Raleigh,NC
cust_2786fa33b6f72e3e4f203448,uniq_4c50dd3651cf20520962841c,70875,Erie,PA
cust_32b83c66d62a80f3b73a3bda,uniq_2c3b57772c043e8ecdc0bf19,36741,Indianapolis,IN
cust_c3d0e32ac86a8a085138f446,uniq_aab69d11cb3d9f9357a614b3,54589,Austin,TX
cust_3d90cab390b5fabe067bd0d9,uniq_8f30d4f59943c2d9dbc3f125,89516,Los Angeles,CA
cust_cc0329ffff82da8cef3865cd,uniq_a25a62bd47853e7f404ed3f0,28830,Boston,MA
cust_d2639fdffd290c4bb1497d88,uniq_4b11b8deb68fe30cf3003d9e,50970,Sacramento,CA
cust_252152b35bd6206d769c5161,uniq_1a96acadfd49bc24badbd8a8,51853,Kenosha,WI
cust_37980bebed8e7412c1b9081f,uniq_4d74cc58309000eb1d0162cb,55268,Los Angeles,CA
cust_349ec39bfbc9ea8118d15aa8,uniq_113bab8ba092ba192d6142c6,62260,St. Louis,MO
cust_f1fa16b4d91eebf7e0246117,uniq_2d0ce7c658e6109fecdf7434,27139,Jacksonville,FL
cust_be02b7d6d4dc2ae9cab0bad2,uniq_990ef38fb23d1d745a573d85,58567,San Francisco,CA
cust_6e72be977ef6e39e432f2272,uniq_34bddc9d6a7c0a57ba669a8d,77499,Tampa,FL
cust_ffe373405e664edbf9310070,uniq_7b2f1e1c39b98d3b8c230871,83616,Albany,NY
cust_e21865eaa954258c35ced653,uniq_888cf4413cbfa642dc5260d3,23917,Orlando,FL
cust_71c599d83decc6ddfb372625,uniq_ccc46485884c7e7011dff3e6,51827,Warren,MI
cust_b1a261727e7a26727603a5d6,uniq_3ee2060d177ab6d78e7f37f6,41685,Buffalo,NY
