order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
ord_59f4286fe7e6aa79a576999b,cust_0e050493640fb32481d11baa,delivered,2023-10-29 12:06:15.200485,2023-10-31 02:06:15.200485,2023-11-02 02:06:15.200485,2023-11-06 02:06:15.200485,2023-11-06 02:06:15.200485
ord_3eff6c92850260d49627ac37,cust_0c412ff7bb21c4b11dd13506,delivered,2022-02-28 15:12:18.094417,2022-03-01 03:12:18.094417,2022-03-03 03:12:18.094417,2022-03-07 03:12:18.094417,2022-03-10 03:12:18.094417
ord_c160a1cdfb14ee0c4b065316,cust_504cde5dcac8b682b35d22e9,delivered,2022-03-03 20:02:12.869577,2022-03-04 13:02:12.869577,2022-03-06 13:02:12.869577,2022-03-15 13:02:12.869577,2022-03-19 13:02:12.869577
ord_3d9c2ed19d37432836cae3c2,cust_688b3631b3aa699c470d7678,delivered,2023-03-22 10:16:54.348648,2023-03-22 12:16:54.348648,2023-03-25 12:16:54.348648,2023-03-27 12:16:54.348648,2023-04-05 12:16:54.348648
ord_241e8660ad0df0ab101ac1c0,cust_39f87c8fe608c2c22fb4eb93,delivered,2022-04-19 10:45:12.603991,2022-04-20 18:45:12.603991,2022-04-22 18:45:12.603991,2022-04-25 18:45:12.603991,2022-04-26 18:45:12.603991
ord_19a0e0172eaded5574ea41c3,cust_758a07ce295e610a94dec3fa,delivered,2022-09-08 09:13:17.706765,2022-09-08 22:13:17.706765,2022-09-10 22:13:17.706765,2022-09-17 22:13:17.706765,2022-09-14 22:13:17.706765
ord_7bb1759727d13fb9ee9c4ce2,cust_edf745b5d82f3b6452f7f02a,delivered,2023-02-16 11:42:59.534722,2023-02-17 13:42:59.534722,2023-02-19 13:42:59.534722,2023-02-26 13:42:59.534722,2023-02-23 13:42:59.534722
ord_786009e2d398c8a053c6dcd1,cust_9e1985e7d3201f84ac036fdf,delivered,2022-12-16 20:09:46.613366,2022-12-17 17:09:46.613366,2022-12-18 17:09:46.613366,2022-12-25 17:09:46.613366,2022-12-27 17:09:46.613366
ord_9eea2f31f8604ad69c9a441e,cust_fb270cff0052f03f08c66f23,delivered,2022-03-12 07:41:25.551034,2022-03-12 17:41:25.551034,2022-03-13 17:41:25.551034,2022-03-16 17:41:25.551034,2022-03-27 17:41:25.551034
ord_5725eed432b58c2095acbb83,cust_18974831c3df379e50310416,delivered,2022-10-21 01:24:20.526602,2022-10-21 18:24:20.526602,2022-10-23 18:24:20.526602,2022-10-24 18:24:20.526602,2022-11-05 18:24:20.526602
ord_3a2ac1c9d4ab15a4f3b1689c,cust_c6038e1ff1a681a1d77233ad,delivered,2023-01-13 15:28:36.895956,2023-01-15 00:28:36.895956,2023-01-16 00:28:36.895956,2023-01-17 00:28:36.895956,2023-01-21 00:28:36.895956
ord_201be77cb772929c5dc56586,cust_26f4d6c8ec381f97d1559d18,delivered,2022-10-26 10:23:33.446732,2022-10-27 04:23:33.446732,2022-10-30 04:23:33.446732,2022-11-01 04:23:33.446732,2022-11-03 04:23:33.446732
ord_c0a247b198edf0b76a9b9221,cust_2b61bfd933ca3b27c217c133,delivered,2023-10-05 19:49:11.299144,2023-10-07 09:49:11.299144,2023-10-10 09:49:11.299144,2023-10-18 09:49:11.299144,2023-10-13 09:49:11.299144
ord_2f439ff2dff2c94b27e3612f,cust_c290e005fcd85ac8ebc2f756,delivered,2022-03-25 07:54:26.096366,2022-03-26 23:54:26.096366,2022-03-29 23:54:26.096366,2022-04-07 23:54:26.096366,2022-04-04 23:54:26.096366
ord_784e772a6981615596b70dce,cust_3bb38261f46e02e800795857,delivered,2023-08-08 18:45:50.664531,2023-08-08 21:45:50.664531,2023-08-11 21:45:50.664531,2023-08-21 21:45:50.664531,2023-08-23 21:45:50.664531
ord_adceb18518db08556405b337,cust_4c1bffa20c145ddf6f122b77,shipped,2023-05-29 13:27:43.299360,2023-05-30 06:27:43.299360,2023-05-31 06:27:43.299360,,2023-06-11 06:27:43.299360
ord_23170fa06703f62984eda85c,cust_a390ae9f38c35549ccb311c4,delivered,2022-10-16 05:38:09.457861,2022-10-17 01:38:09.457861,2022-10-20 01:38:09.457861,2022-10-22 01:38:09.457861,2022-10-24 01:38:09.457861
ord_532510f4809efccb49b09c3a,cust_7777166c6194094dbf0e668b,delivered,2023-07-26 04:50:46.349830,2023-07-27 06:50:46.349830,2023-07-30 06:50:46.349830,2023-08-01 06:50:46.349830,2023-08-08 06:50:46.349830
ord_5158e8f749ab6b748631366b,cust_9d4935ffda2346e83bc18d82,delivered,2023-11-14 12:21:09.857074,2023-11-16 03:21:09.857074,2023-11-17 03:21:09.857074,2023-11-18 03:21:09.857074,2023-11-21 03:21:09.857074
ord_d301832299b65a378c84741f,cust_65d7ed7e8f454ca07f64effd,delivered,2023-08-24 15:31:20.445190,2023-08-26 01:31:20.445190,2023-08-27 01:31:20.445190,2023-09-02 01:31:20.445190,2023-09-08 01:31:20.445190
ord_66b1fbd3044078940663e5b9,cust_221dda316d2f4e319adb092d,delivered,2022-09-14 22:34:39.151934,2022-09-16 09:34:39.151934,2022-09-19 09:34:39.151934,2022-09-29 09:34:39.151934,2022-09-21 09:34:39.151934
ord_11c5949e226c79a16d84a0a6,cust_b12696c32252bc2afddff1a9,delivered,2023-06-24 10:53:31.528368,2023-06-26 04:53:31.528368,2023-06-29 04:53:31.528368,2023-06-30 04:53:31.528368,2023-07-09 04:53:31.528368
ord_b0468a948f88ad40359b57f6,cust_24ff090e2f2e25856633addd,delivered,2022-08-18 02:10:53.335412,2022-08-18 10:10:53.335412,2022-08-20 10:10:53.335412,2022-08-21 10:10:53.335412,2022-08-26 10:10:53.335412
ord_41ef543f860791033a33ce99,cust_3c5a3e15d3581ae2d0e526e7,delivered,2023-11-02 08:08:10.724735,2023-11-02 22:08:10.724735,2023-11-04 22:08:10.724735,2023-11-05 22:08:10.724735,2023-11-12 22:08:10.724735
ord_0467319fb416c58f69ceaf50,cust_a226e394b9f5a0e8734150d7,delivered,2023-09-27 02:38:38.854566,2023-09-27 05:38:38.854566,2023-09-30 05:38:38.854566,2023-10-02 05:38:38.854566,2023-10-02 05:38:38.854566
ord_dd5e025a2d80bfd7f12a5f77,cust_89ce61db641b9f68b6355540,delivered,2023-02-22 04:35:37.492250,2023-02-23 02:35:37.492250,2023-02-25 02:35:37.492250,2023-03-01 02:35:37.492250,2023-03-05 02:35:37.492250
ord_36ae4257e3bb3a39c8c17ec5,cust_0d54657d9bf0d1292223b46e,delivered,2022-08-18 08:39:59.774243,2022-08-20 02:39:59.774243,2022-08-23 02:39:59.774243,2022-08-30 02:39:59.774243,2022-09-03 02:39:59.774243
ord_ffebe82f643324244adcb505,cust_892768041b68cbb2cc76a80c,delivered,2023-07-15 09:49:32.903488,2023-07-15 12:49:32.903488,2023-07-18 12:49:32.903488,2023-07-21 12:49:32.903488,2023-07-21 12:49:32.903488
ord_0c253c4ef3f94f84b01b15d9,cust_776f9971c68e381091102caf,delivered,2023-10-09 06:07:53.183079,2023-10-09 22:07:53.183079,2023-10-10 22:07:53.183079,2023-10-12 22:07:53.183079,2023-10-20 22:07:53.183079
ord_d39eb3a8bf6ac4244097f35b,cust_d01670f26d06cb3ca509540b,delivered,2023-01-03 02:01:00.485553,2023-01-04 23:01:00.485553,2023-01-06 23:01:00.485553,2023-01-16 23:01:00.485553,2023-01-13 23:01:00.485553
ord_c752d84ce9c6790190b3d48d,cust_e61418fce578c4e244520afc,delivered,2023-06-16 04:01:35.665285,2023-06-17 07:01:35.665285,2023-06-18 07:01:35.665285,2023-06-21 07:01:35.665285,2023-07-02 07:01:35.665285
ord_a06eb96398decbdc44d14445,cust_8ccc603623267b75d84cef95,delivered,2022-03-14 01:45:00.213148,2022-03-14 06:45:00.213148,2022-03-15 06:45:00.213148,2022-03-20 06:45:00.213148,2022-03-25 06:45:00.213148
ord_6835d05951472f3ce92894c5,cust_8edd3fa92f90e034e4863fdb,delivered,2022-04-28 12:35:16.129838,2022-04-29 17:35:16.129838,2022-05-01 17:35:16.129838,2022-05-06 17:35:16.129838,2022-05-06 17:35:16.129838
ord_91513d7ec01c3576f21cde65,cust_2c9cbf6f0d05d2c457294fef,delivered,2022-04-07 23:48:52.316739,2022-04-09 08:48:52.316739,2022-04-10 08:48:52.316739,2022-04-13 08:48:52.316739,2022-04-24 08:48:52.316739
ord_9695a3cb896df7d19ffa294f,cust_9e8e15a3822f4b86f52e1cc1,delivered,2023-02-02 19:48:50.387611,2023-02-04 18:48:50.387611,2023-02-07 18:48:50.387611,2023-02-13 18:48:50.387611,2023-02-18 18:48:50.387611
ord_b41b6b08f18a945e2add5fd8,cust_b1c7370bf775f306df5c5b71,delivered,2022-05-17 22:36:00.537480,2022-05-19 08:36:00.537480,2022-05-20 08:36:00.537480,2022-05-27 08:36:00.537480,2022-05-26 08:36:00.537480
ord_bb2d6253841b7e228356838d,cust_0312ea2021ed8a5099ce1bc0,delivered,2022-10-20 22:27:46.051964,2022-10-21 02:27:46.051964,2022-10-23 02:27:46.051964,2022-10-28 02:27:46.051964,2022-11-04 02:27:46.051964
ord_cd826789bcdd52b96f592f0a,cust_b0675fa554b59260af666810,delivered,2023-10-19 09:33:09.279354,2023-10-20 18:33:09.279354,2023-10-23 18:33:09.279354,2023-10-28 18:33:09.279354,2023-11-03 18:33:09.279354
ord_f136b89e20a3ff1544a15a37,cust_8c3589483ba3f999c059d275,delivered,2022-04-22 05:34:01.392887,2022-04-24 02:34:01.392887,2022-04-27 02:34:01.392887,2022-05-03 02:34:01.392887,2022-05-08 02:34:01.392887
ord_de0fac0623d51df6207fba23,cust_f6e2e66c7c95aa046a7aef75,delivered,2022-08-15 04:50:07.019616,2022-08-15 09:50:07.019616,2022-08-16 09:50:07.019616,2022-08-23 09:50:07.019616,2022-08-20 09:50:07.019616
ord_0289f0b68460a6ac6fe0e814,cust_1d0184477acca22592a05fa7,delivered,2022-07-12 19:07:57.232435,2022-07-14 09:07:57.232435,2022-07-15 09:07:57.232435,2022-07-16 09:07:57.232435,2022-07-22 09:07:57.232435
ord_1057b68227989cec2de2a277,cust_321c534dc934504ef619a7a0,delivered,2023-11-25 13:40:16.101838,2023-11-25 19:40:16.101838,2023-11-28 19:40:16.101838,2023-12-03 19:40:16.101838,2023-12-06 19:40:16.101838
ord_50ae7144f0a4ea7b0b69dcc9,cust_950c79830234396b5db76e52,delivered,2023-09-01 20:00:53.498332,2023-09-02 20:00:53.498332,2023-09-04 20:00:53.498332,2023-09-10 20:00:53.498332,2023-09-14 20:00:53.498332
ord_f61c07ff11b644718482e351,cust_5c7329534c415b323e347c20,delivered,2022-07-28 20:29:54.384004,2022-07-30 18:29:54.384004,2022-07-31 18:29:54.384004,2022-08-07 18:29:54.384004,2022-08-10 18:29:54.384004
ord_4e1a2c5a8c55c79345759ebf,cust_21cdf7e88ead2cd0d1bc2a8c,delivered,2023-11-25 21:55:05.577193,2023-11-27 05:55:05.577193,2023-11-30 05:55:05.577193,2023-12-02 05:55:05.577193,2023-12-05 05:55:05.577193
ord_b282672bdccdc0eaab4e5be4,cust_d2828ce6fde015668a30dffa,delivered,2023-03-09 12:19:13.198930,2023-03-09 14:19:13.198930,2023-03-11 14:19:13.198930,2023-03-21 14:19:13.198930,2023-03-23 14:19:13.198930
ord_d886c68e2e4fed05578ea600,cust_0faddad9cabffb9cc9ad7d5f,delivered,2023-11-10 14:22:37.786895,2023-11-11 13:22:37.786895,2023-11-12 13:22:37.786895,2023-11-17 13:22:37.786895,2023-11-19 13:22:37.786895
ord_813a8e2e61e2e158ee04acda,cust_03bf794e90a93c40a45b2999,delivered,2022-03-27 06:12:19.204923,2022-03-28 19:12:19.204923,2022-03-31 19:12:19.204923,2022-04-07 19:12:19.204923,2022-04-06 19:12:19.204923
ord_5849cda8061058dbc236f9de,cust_f6421d7229afb23ff5b2009c,delivered,2022-11-09 20:27:13.044535,2022-11-11 14:27:13.044535,2022-11-12 14:27:13.044535,2022-11-19 14:27:13.044535,2022-11-20 14:27:13.044535
ord_c50d93b87ff51ac05b1a3c5b,cust_32b244845476e1a9c24ccd44,delivered,2022-09-02 09:21:10.260293,2022-09-03 08:21:10.260293,2022-09-04 08:21:10.260293,2022-09-13 08:21:10.260293,2022-09-14 08:21:10.260293
ord_292717ba3e7704e06a5d4b9b,cust_1bb3d0e3013947dfa6e0bf41,delivered,2023-01-31 14:51:32.387272,2023-02-01 00:51:32.387272,2023-02-04 00:51:32.387272,2023-02-14 00:51:32.387272,2023-02-11 00:51:32.387272
ord_67d7cfe2dea9e88192992f56,cust_76a69f9a05835ae08dd9d43a,delivered,2022-08-13 21:04:22.771048,2022-08-14 06:04:22.771048,2022-08-15 06:04:22.771048,2022-08-19 06:04:22.771048,2022-08-19 06:04:22.771048
ord_b7fb05c87a78571260506190,cust_a97bd19415b7bfa587c357b2,delivered,2022-08-12 02:28:28.970390,2022-08-13 09:28:28.970390,2022-08-14 09:28:28.970390,2022-08-19 09:28:28.970390,2022-08-26 09:28:28.970390
ord_b5bfa6ca662f34c43b8418f8,cust_6356d6832ca017272ed4cd89,delivered,2023-12-01 01:33:23.069452,2023-12-02 09:33:23.069452,2023-12-04 09:33:23.069452,2023-12-09 09:33:23.069452,2023-12-08 09:33:23.069452
ord_ccc664964b9f7efa8de052f4,cust_2b2fed0c95174d82a370d24b,delivered,2022-06-16 00:40:20.029498,2022-06-16 12:40:20.029498,2022-06-18 12:40:20.029498,2022-06-20 12:40:20.029498,2022-06-24 12:40:20.029498
ord_9378e60759ff1fdb65e849db,cust_a82c429087420e62d98e27aa,delivered,2022-05-19 08:40:28.881259,2022-05-21 03:40:28.881259,2022-05-24 03:40:28.881259,2022-05-30 03:40:28.881259,2022-05-31 03:40:28.881259
ord_ad20e4775376bd6d519158f6,cust_3e8d83d15712ec159093868f,delivered,2022-09-21 22:49:44.377186,2022-09-23 06:49:44.377186,2022-09-25 06:49:44.377186,2022-10-01 06:49:44.377186,2022-10-06 06:49:44.377186
ord_6c8b7f6169b8fff70deecaa5,cust_923db7c0d1a56f4ef2baac88,delivered,2022-03-03 05:51:37.731803,2022-03-04 07:51:37.731803,2022-03-05 07:51:37.731803,2022-03-14 07:51:37.731803,2022-03-09 07:51:37.731803
ord_d301dc868fed72fa79314ffe,cust_a05516484680cb1e7e5a1ec2,delivered,2022-03-27 10:27:54.672149,2022-03-28 07:27:54.672149,2022-03-31 07:27:54.672149,2022-04-04 07:27:54.672149,2022-04-11 07:27:54.672149
ord_77084395b4c7c64f586c40c4,cust_1f2dd94837b756d2f3a28dd7,delivered,2022-08-29 06:28:42.027777,2022-08-29 22:28:42.027777,2022-08-31 22:28:42.027777,2022-09-01 22:28:42.027777,2022-09-11 22:28:42.027777
ord_c398c1d901c3fa99fe179d2b,cust_55d1c066dd2414d47a51af20,delivered,2023-09-02 14:59:19.083574,2023-09-03 14:59:19.083574,2023-09-05 14:59:19.083574,2023-09-10 14:59:19.083574,2023-09-10 14:59:19.083574
ord_a3df9532dc55918927544e48,cust_5e33e41625426efec7fc7315,delivered,2022-12-06 17:18:20.193083,2022-12-08 13:18:20.193083,2022-12-11 13:18:20.193083,2022-12-19 13:18:20.193083,2022-12-21 13:18:20.193083
ord_ebc9a0d8fe6e415d56a6e974,cust_40acd31dc662e67592dcef2b,delivered,2022-05-02 01:56:33.686572,2022-05-03 11:56:33.686572,2022-05-05 11:56:33.686572,2022-05-15 11:56:33.686572,2022-05-16 11:56:33.686572
ord_54b78abcc5d852968e889b7b,cust_26753cfe5e2dbf1d62b8dc98,processing,2022-06-25 09:37:54.926195,2022-06-25 17:37:54.926195,,,2022-07-09 17:37:54.926195
ord_bfa77ad7f9e7dfe62b253f38,cust_b1b630e7dcacf58196e16eaf,delivered,2023-09-24 03:34:50.036338,2023-09-24 04:34:50.036338,2023-09-26 04:34:50.036338,2023-10-06 04:34:50.036338,2023-10-05 04:34:50.036338
ord_15d61c1b7a9ed25db0abd387,cust_8683b2ab15e472f2ab4969d8,delivered,2022-03-16 10:42:43.348420,2022-03-17 10:42:43.348420,2022-03-19 10:42:43.348420,2022-03-29 10:42:43.348420,2022-03-25 10:42:43.348420
ord_2cd2ebf5beaa3a1411d77e37,cust_1cd48797aefe9e45012e0d2c,delivered,2023-01-09 00:37:19.678285,2023-01-09 12:37:19.678285,2023-01-11 12:37:19.678285,2023-01-21 12:37:19.678285,2023-01-20 12:37:19.678285
ord_1f765ecb78d377da2fc61144,cust_1a7202231d2d507b9cfb7d07,delivered,2023-01-18 14:33:32.381805,2023-01-19 00:33:32.381805,2023-01-21 00:33:32.381805,2023-01-28 00:33:32.381805,2023-01-26 00:33:32.381805
ord_277c5db8f4c3ac6df7cb74fc,cust_ce9e20833835e1b382b734de,delivered,2022-05-22 02:58:12.356601,2022-05-22 18:58:12.356601,2022-05-24 18:58:12.356601,2022-06-02 18:58:12.356601,2022-05-30 18:58:12.356601
ord_e26525d3505a09f8e891ecc0,cust_2fe00d0ce93dd6607743e7b5,delivered,2022-11-13 07:43:09.061620,2022-11-13 19:43:09.061620,2022-11-15 19:43:09.061620,2022-11-21 19:43:09.061620,2022-11-21 19:43:09.061620
ord_b4ff716474f8fca5bb954afa,cust_9a6438096cd7eea570aa8d33,delivered,2022-06-08 06:08:27.745192,2022-06-08 23:08:27.745192,2022-06-09 23:08:27.745192,2022-06-18 23:08:27.745192,2022-06-16 23:08:27.745192
ord_2050b21dcbf48e767d19b354,cust_cf582c80dac1218470da4136,delivered,2022-04-05 09:36:49.230094,2022-04-07 01:36:49.230094,2022-04-10 01:36:49.230094,2022-04-20 01:36:49.230094,2022-04-17 01:36:49.230094
ord_d3912b6731c8aeb88268dcbd,cust_bf2f28ada819ee52676f3187,delivered,2022-07-24 02:14:46.159518,2022-07-25 19:14:46.159518,2022-07-27 19:14:46.159518,2022-08-05 19:14:46.159518,2022-07-30 19:14:46.159518
ord_febf33afa30034091ccbffb7,cust_f3b93ac14722e933be2193ee,delivered,2023-05-01 23:26:48.642185,2023-05-02 10:26:48.642185,2023-05-03 10:26:48.642185,2023-05-12 10:26:48.642185,2023-05-07 10:26:48.642185
ord_acfd5a4f1775fb9289f4fcc0,cust_b146e63724eaf1325d79ae40,delivered,2023-04-07 16:00:14.638961,2023-04-08 22:00:14.638961,2023-04-10 22:00:14.638961,2023-04-12 22:00:14.638961,2023-04-23 22:00:14.638961
ord_83c17f41633982a9a092dfa3,cust_6c8637bf8d6830209ec59dc9,delivered,2022-01-06 01:14:50.770656,2022-01-06 03:14:50.770656,2022-01-08 03:14:50.770656,2022-01-11 03:14:50.770656,2022-01-20 03:14:50.770656
ord_36bfaac91543e0d256bc1969,cust_d3da6816a971248b95ff66ee,delivered,2023-04-05 04:31:32.634190,2023-04-05 23:31:32.634190,2023-04-07 23:31:32.634190,2023-04-08 23:31:32.634190,2023-04-12 23:31:32.634190
ord_ea57af57607f75adbf7cc9b7,cust_f110c17daffe542e20517017,delivered,2022-03-13 03:13:59.436322,2022-03-14 04:13:59.436322,2022-03-17 04:13:59.436322,2022-03-27 04:13:59.436322,2022-03-23 04:13:59.436322
ord_bd1ca65bcdb84b9d58b95f54,cust_5988b33e3867f552bf4c60ab,delivered,2023-06-13 06:05:19.434136,2023-06-14 00:05:19.434136,2023-06-16 00:05:19.434136,2023-06-20 00:05:19.434136,2023-06-24 00:05:19.434136
ord_8f831e3f5ccab511ddc04598,cust_016804a75c1da8be624c221a,delivered,2023-05-15 01:57:00.874479,2023-05-16 20:57:00.874479,2023-05-17 20:57:00.874479,2023-05-22 20:57:00.874479,2023-05-22 20:57:00.874479
ord_710184ebbfe912814fc9c2a0,cust_bce027e20d151d7250407a77,delivered,2023-05-01 13:57:52.412896,2023-05-03 07:57:52.412896,2023-05-05 07:57:52.412896,2023-05-09 07:57:52.412896,2023-05-17 07:57:52.412896
ord_1cdc905835ea264cd1f2e304,cust_4e194c62337ab0418f2dea54,delivered,2023-09-15 18:02:25.845130,2023-09-15 20:02:25.845130,2023-09-18 20:02:25.845130,2023-09-22 20:02:25.845130,2023-09-22 20:02:25.845130
ord_5ab2fbe5f16b7a328a572ee0,cust_cf2174fad5c10080d9f6e2a3,delivered,2023-03-15 08:39:43.191986,2023-03-16 00:39:43.191986,2023-03-19 00:39:43.191986,2023-03-21 00:39:43.191986,2023-03-29 00:39:43.191986
ord_2f8528c38ac6e2f96ab00248,cust_98fbc3e33a7661c7ad9f2800,shipped,2023-03-27 04:09:19.048556,2023-03-28 08:09:19.048556,2023-03-31 08:09:19.048556,,2023-04-08 08:09:19.048556
ord_39dc9c8ec0c291ffed3f3d41,cust_e36994ebb34ffc90900d3216,delivered,2022-10-20 02:28:34.398299,2022-10-21 08:28:34.398299,2022-10-24 08:28:34.398299,2022-10-25 08:28:34.398299,2022-11-01 08:28:34.398299
ord_f9c7ef69e88ab6c06da70c77,cust_732f2da113a02b170f2c7e4f,delivered,2022-06-10 09:26:02.612999,2022-06-11 13:26:02.612999,2022-06-14 13:26:02.612999,2022-06-22 13:26:02.612999,2022-06-20 13:26:02.612999
ord_57383c876b09499f05362e4b,cust_f4c093f111fd81b339b3b8b9,delivered,2022-11-14 21:05:34.236991,2022-11-16 04:05:34.236991,2022-11-18 04:05:34.236991,2022-11-21 04:05:34.236991,2022-11-21 04:05:34.236991
ord_3ee135ff3431deaba36e2c08,cust_3e00716fabb9e683e4d38bcf,delivered,2022-02-25 15:50:21.243489,2022-02-27 13:50:21.243489,2022-02-28 13:50:21.243489,2022-03-02 13:50:21.243489,2022-03-14 13:50:21.243489
ord_3f76abb853ba1071a690ad15,cust_ef0ed5d12e79d24722dacb77,delivered,2023-03-31 21:35:15.678859,2023-04-01 16:35:15.678859,2023-04-02 16:35:15.678859,2023-04-11 16:35:15.678859,2023-04-09 16:35:15.678859
ord_1b01165b02e9b920f7101e45,cust_1ea22e60977358c290bfed0b,delivered,2022-10-16 14:56:05.266251,2022-10-17 07:56:05.266251,2022-10-18 07:56:05.266251,2022-10-26 07:56:05.266251,2022-10-30 07:56:05.266251
ord_137bd95114fe11a03b475b7c,cust_01d7a076a7df20bf3778380a,delivered,2022-04-26 15:11:46.802496,2022-04-27 03:11:46.802496,2022-04-29 03:11:46.802496,2022-04-30 03:11:46.802496,2022-05-03 03:11:46.802496
ord_cea444f1b6465adb52e16190,cust_d171ea5237150993d5a239c6,delivered,2023-04-27 20:44:58.712109,2023-04-29 14:44:58.712109,2023-05-02 14:44:58.712109,2023-05-10 14:44:58.712109,2023-05-11 14:44:58.712109
ord_8203c1f578e008809b099e2b,cust_a4f3cbd7a0104a0710227177,delivered,2023-11-01 10:21:08.698694,2023-11-03 08:21:08.698694,2023-11-05 08:21:08.698694,2023-11-15 08:21:08.698694,2023-11-13 08:21:08.698694
ord_4a8a8108db2909751cc2092b,cust_d88cb2d966d5c3f2e576abde,delivered,2023-12-14 16:14:47.151831,2023-12-16 10:14:47.151831,2023-12-17 10:14:47.151831,2023-12-21 10:14:47.151831,2023-12-25 10:14:47.151831
ord_9ec771a5679fc6f368207fd9,cust_a1ce0e26587f8d25573f4859,delivered,2022-08-09 11:02:34.547939,2022-08-09 21:02:34.547939,2022-08-10 21:02:34.547939,2022-08-16 21:02:34.547939,2022-08-17 21:02:34.547939
ord_8845ed55f8f13aa964a54165,cust_06063666a0a02bbdad379c75,delivered,2022-08-24 03:01:11.275670,2022-08-25 17:01:11.275670,2022-08-26 17:01:11.275670,2022-09-05 17:01:11.275670,2022-09-01 17:01:11.275670
ord_7b8944a75fd4571d1f515970,cust_44fc955095b01bf345e14e85,delivered,2022-08-02 19:17:26.645431,2022-08-03 04:17:26.645431,2022-08-05 04:17:26.645431,2022-08-08 04:17:26.645431,2022-08-13 04:17:26.645431
ord_3a2182e1a5a2bbc26ec32167,cust_bdefa61d98974e316ae26744,delivered,2022-04-01 12:38:30.391189,2022-04-02 20:38:30.391189,2022-04-04 20:38:30.391189,2022-04-12 20:38:30.391189,2022-04-09 20:38:30.391189
ord_6f3486e23fdc399dfb08e21c,cust_22961687009ad9e5ce2ca4fb,delivered,2023-12-19 23:16:41.044803,2023-12-21 05:16:41.044803,2023-12-23 05:16:41.044803,2023-12-28 05:16:41.044803,2023-12-31 05:16:41.044803
ord_48efcc91215ae6e1fecaf2fb,cust_908e8d01af64431a33cd9e45,delivered,2023-02-28 09:36:21.429053,2023-03-01 14:36:21.429053,2023-03-04 14:36:21.429053,2023-03-10 14:36:21.429053,2023-03-06 14:36:21.429053
ord_f1428aa3fc98153330dbf950,cust_8c34e3cb5d6862f03bbfa373,delivered,2022-04-13 14:49:47.914300,2022-04-14 01:49:47.914300,2022-04-15 01:49:47.914300,2022-04-24 01:49:47.914300,2022-04-27 01:49:47.914300
ord_7c2761875084f795faef51e3,cust_18dbf2b3b61c18608b996d2a,delivered,2022-07-30 22:25:25.008741,2022-07-31 10:25:25.008741,2022-08-01 10:25:25.008741,2022-08-03 10:25:25.008741,2022-08-09 10:25:25.008741
ord_5567e2106b4e6807ce7fbb0f,cust_657db747e48020581d65ef97,delivered,2022-09-05 18:58:23.466463,2022-09-07 04:58:23.466463,2022-09-09 04:58:23.466463,2022-09-16 04:58:23.466463,2022-09-12 04:58:23.466463
ord_600d88d784d349c534f8831b,cust_4d9553127f3e45f9546ba5e0,delivered,2022-03-31 09:56:34.031095,2022-04-01 00:56:34.031095,2022-04-04 00:56:34.031095,2022-04-11 00:56:34.031095,2022-04-09 00:56:34.031095
ord_fb5acb5cdccf175b06c7d6ee,cust_07e56f53fc9006a65144ebb5,delivered,2022-04-06 00:17:33.205737,2022-04-07 10:17:33.205737,2022-04-08 10:17:33.205737,2022-04-18 10:17:33.205737,2022-04-18 10:17:33.205737
ord_bf2d09aeec40dd6634cec984,cust_149f979bd67c0e21612989d3,delivered,2023-04-12 19:56:38.860858,2023-04-14 17:56:38.860858,2023-04-17 17:56:38.860858,2023-04-25 17:56:38.860858,2023-04-27 17:56:38.860858
ord_2a02ecc07572e904349bb72b,cust_b2fe171391cbe12f2c722cef,delivered,2022-01-03 00:07:31.190409,2022-01-03 20:07:31.190409,2022-01-04 20:07:31.190409,2022-01-05 20:07:31.190409,2022-01-18 20:07:31.190409
ord_d568e4bfa2bd28f83711cfde,cust_60509fd818c4c9400c64c9e1,delivered,2022-09-16 23:36:13.766919,2022-09-17 18:36:13.766919,2022-09-19 18:36:13.766919,2022-09-25 18:36:13.766919,2022-10-02 18:36:13.766919
ord_687c5394f22f5d844dc67770,cust_8e88fbb5a9aa10466a5a2994,delivered,2023-12-28 05:12:12.094060,2023-12-30 02:12:12.094060,2024-01-02 02:12:12.094060,2024-01-11 02:12:12.094060,2024-01-07 02:12:12.094060
ord_fa0afc80fcc342258a6014a8,cust_c9d13128f17517e1242e28dc,delivered,2022-03-26 00:31:19.876580,2022-03-27 19:31:19.876580,2022-03-30 19:31:19.876580,2022-04-09 19:31:19.876580,2022-04-05 19:31:19.876580
ord_439163646ff4967208bc17f2,cust_cd49cbe625a91fcf7ba12789,delivered,2022-07-21 02:51:19.377274,2022-07-22 07:51:19.377274,2022-07-24 07:51:19.377274,2022-07-25 07:51:19.377274,2022-08-02 07:51:19.377274
ord_d42bf7f00e885270065ef984,cust_02539378a1d3422f2be1b555,delivered,2023-09-30 13:07:58.709477,2023-10-02 10:07:58.709477,2023-10-05 10:07:58.709477,2023-10-09 10:07:58.709477,2023-10-17 10:07:58.709477
ord_a71cf2332ed710c921635b72,cust_dac8fed93be768062074aef8,delivered,2022-02-24 16:54:02.971604,2022-02-26 06:54:02.971604,2022-02-27 06:54:02.971604,2022-03-08 06:54:02.971604,2022-03-08 06:54:02.971604
