order_id,payment_sequential,payment_type,payment_installments,payment_value
ord_4bd94c5e4d795d5330584962,1,credit_card,1,2213.3
ord_4be26cfee1a2d2ccb6fbbdb5,1,credit_card,2,444.91
ord_4be26cfee1a2d2ccb6fbbdb5,2,debit_card,1,444.91
ord_4be3869819a55cf5f4c9f950,1,credit_card,1,793.6
ord_4be4232f61727adeb37955b4,1,credit_card,1,463.2
ord_4bf0a8e7cbc7062ca0279e40,1,credit_card,1,111.42
ord_4bf28a16e3a4d4c343d0d36e,1,credit_card,3,21.82
ord_4bf28a16e3a4d4c343d0d36e,2,debit_card,1,21.82
ord_4bf28a16e3a4d4c343d0d36e,3,debit_card,1,21.83
ord_4bf58f6aa5ffa6f08a088b5a,1,credit_card,2,1052.73
ord_4bf58f6aa5ffa6f08a088b5a,2,credit_card,2,1052.73
ord_4c02c77a725038d52f676e0c,1,debit_card,1,182.21
ord_4c03bd4d6c7ae9afa2488b3b,1,credit_card,1,1932.95
ord_4c0d35516a43a64236eacba1,1,buy_now_pay_later,1,1750.46
ord_4c12bc76f6e9ce0b7e0a049d,1,credit_card,1,226.07
ord_4c16dcc4ca8b1e8589c58248,1,credit_card,2,938.48
ord_4c16dcc4ca8b1e8589c58248,2,credit_card,2,938.48
ord_4c19fe830473d1549e02becd,1,credit_card,2,65.14
ord_4c19fe830473d1549e02becd,2,credit_card,2,65.13
ord_4c1e8c263c216025c232441f,1,debit_card,1,458.96
ord_4c2035ee623fbe0e01273d08,1,credit_card,4,224.86
ord_4c2035ee623fbe0e01273d08,2,credit_card,4,224.86
ord_4c2035ee623fbe0e01273d08,3,credit_card,4,224.86
ord_4c2035ee623fbe0e01273d08,4,credit_card,4,224.87
ord_4c242b65a1c884e947679d46,1,debit_card,1,1124.63
ord_4c258ac816967d273435a882,1,debit_card,1,275.71
ord_4c275fde2604ea9ff4eae492,1,debit_card,1,98.86
ord_4c2bf1923a07c9a56c9a5bf2,1,credit_card,2,152.33
ord_4c2bf1923a07c9a56c9a5bf2,2,credit_card,2,152.34
ord_4c2d2b4811b37060d08b72ba,1,credit_card,1,922.17
ord_4c301864df49c568ff18d76b,1,debit_card,1,424.95
ord_4c301864df49c568ff18d76b,2,credit_card,2,424.95
ord_4c3f8d8d0a87148ea96eed69,1,debit_card,1,662.33
ord_4c46579ec93c53dbc8b0b206,1,credit_card,1,2770.03
ord_4c4cbb891fcddce917601785,1,debit_card,1,556.0
ord_4c4cbb891fcddce917601785,2,credit_card,4,556.0
ord_4c4cbb891fcddce917601785,3,credit_card,4,556.0
ord_4c4cbb891fcddce917601785,4,credit_card,4,556.02
ord_4c531b40dea717c942ab1f9e,1,credit_card,1,1770.7
ord_4c575b39427d3a6482a4bc21,1,paypal,1,70.47
ord_4c575b39427d3a6482a4bc21,2,credit_card,3,70.47
ord_4c575b39427d3a6482a4bc21,3,paypal,1,70.48
ord_4c60080519d711b0b07201c9,1,credit_card,1,26.8
ord_4c746007f2afd17ed82dfc6f,1,credit_card,1,147.45
ord_4c8f15671cf6ca24abe6d9e5,1,paypal,1,146.25
ord_4c91ec09606158b4a05c3908,1,paypal,1,241.36
ord_4ca07323453f438ae0f4fd53,1,credit_card,1,823.23
ord_4cae639b64057316c73d86fb,1,credit_card,1,219.0
ord_4cb18b22e19db35463e625e1,1,debit_card,1,44.85
ord_4cb18b22e19db35463e625e1,2,credit_card,2,44.85
ord_4cb3778e349157fc6a274615,1,paypal,1,775.13
ord_4cb399f38436798123533173,1,credit_card,1,3089.95
ord_4cc55bf48b2234888e37b2f3,1,credit_card,1,231.17
ord_4cd5cab7633a2d15d2ba8ef4,1,paypal,1,19.55
ord_4cd5cab7633a2d15d2ba8ef4,2,credit_card,3,19.55
ord_4cd5cab7633a2d15d2ba8ef4,3,debit_card,1,19.54
ord_4cdab9b2e4e8082a4adf0524,1,debit_card,1,164.61
ord_4cdab9b2e4e8082a4adf0524,2,credit_card,3,164.61
ord_4cdab9b2e4e8082a4adf0524,3,credit_card,3,164.6
ord_4cdd146e99595d0ab3582302,1,credit_card,3,84.16
ord_4cdd146e99595d0ab3582302,2,credit_card,3,84.16
ord_4cdd146e99595d0ab3582302,3,credit_card,3,84.16
ord_4ce0566f0f09693a942f53af,1,credit_card,1,217.15
ord_4ce063bf60c6b4a978280eff,1,credit_card,1,467.64
ord_4ce1eed61e03b2d5b1550699,1,credit_card,1,276.34
ord_4ce54ac75482fc59fcc2e28a,1,credit_card,2,14.85
ord_4ce54ac75482fc59fcc2e28a,2,credit_card,2,14.85
ord_4cec8e87d12f38918cd59c63,1,credit_card,1,275.74
ord_4cf9429c01d5bc276f36a8df,1,credit_card,1,476.16
ord_4cff280b9aa19b1d2f0ce0e6,1,credit_card,1,1019.93
ord_4cff75c1ac5b55c5cc0c5a91,1,credit_card,1,2574.43
ord_4d0612e61bf326e4df931e6e,1,credit_card,1,113.65
ord_4d06db025a32288761329adb,1,debit_card,1,121.41
ord_4d1085dd3c742afeee242785,1,credit_card,1,472.83
ord_4d128323ddefea349f46c35e,1,credit_card,1,237.33
ord_4d12f2efed5405b2b4f9a4db,1,paypal,1,464.49
ord_4d12f2efed5405b2b4f9a4db,2,credit_card,3,464.49
ord_4d12f2efed5405b2b4f9a4db,3,credit_card,3,464.49
ord_4d14919403f8b2773a7765e7,1,credit_card,2,428.96
ord_4d14919403f8b2773a7765e7,2,debit_card,1,428.95
ord_4d16abb2f58a5b9add11068d,1,credit_card,1,310.03
ord_4d1bb1004404a1baaf70f64c,1,credit_card,2,32.17
ord_4d1bb1004404a1baaf70f64c,2,credit_card,2,32.18
ord_4d1daa3e84a0c71dc2691023,1,apple_pay,1,408.02
ord_4d1daa3e84a0c71dc2691023,2,credit_card,2,408.02
ord_4d22cb3015b73ea276355908,1,debit_card,1,108.0
ord_4d22cb3015b73ea276355908,2,credit_card,2,108.0
ord_4d2ed10d5a40c06e70ccf5f6,1,credit_card,1,937.74
ord_4d3722881205070d260daf34,1,credit_card,1,206.83
ord_4d3c3e1c0cddb74f3f359c9a,1,credit_card,1,2397.97
ord_4d499b4a9f4c5c98e274334e,1,credit_card,1,365.02
ord_4d54fba169679e00e0be5459,1,debit_card,1,66.49
ord_4d5e91a3f5f00360f8ad3d8e,1,debit_card,1,107.62
ord_4d602dfca157a25d08ef43b8,1,credit_card,2,83.59
ord_4d602dfca157a25d08ef43b8,2,credit_card,2,83.59
ord_4d641002865485ebd56a406c,1,credit_card,1,16.5
ord_4d6da1eb537e5f2f4f6e14c4,1,credit_card,1,204.65
ord_4d79eaedef91a212c872cd99,1,credit_card,1,104.94
ord_4d813f12c4753bd353a30c18,1,credit_card,1,338.09
ord_4d8291a5574396a6d3e58874,1,credit_card,2,457.5
ord_4d8291a5574396a6d3e58874,2,credit_card,2,457.49
ord_4d8346d53d7ffc0e40470793,1,paypal,1,534.46
ord_4d8346d53d7ffc0e40470793,2,credit_card,2,534.47
ord_4d8799a00a640808a16844c4,1,debit_card,1,604.8
ord_4d9205fe3643d525e55598e8,1,credit_card,1,45.74
ord_4d973742d354617cad4f3661,1,credit_card,1,1100.88
ord_4d9c4d9e16ac1acc0a49a89a,1,credit_card,1,190.79
ord_4d9e1730a569f9b5c2bdeb6b,1,paypal,1,748.81
ord_4d9e1730a569f9b5c2bdeb6b,2,credit_card,3,748.81
ord_4d9e1730a569f9b5c2bdeb6b,3,apple_pay,1,748.81
ord_4da36d560bc54ee46afdf40e,1,credit_card,1,320.28
ord_4da3af0b0f18c9d0d577c509,1,credit_card,2,568.12
ord_4da3af0b0f18c9d0d577c509,2,credit_card,2,568.11
ord_4db21162cb37f50d68af266b,1,gift_card,1,1076.94
ord_4db21162cb37f50d68af266b,2,debit_card,1,1076.93
ord_4db61859b24d025785558733,1,debit_card,1,52.9
ord_4dbd5b58f3d240a53f359d05,1,credit_card,1,137.82
ord_4dcb1fd39c56dee99f56aa23,1,buy_now_pay_later,1,1444.46
ord_4dcdd8897b7265b87d3ec86b,1,debit_card,1,496.43
ord_4dd2665e740ab672e8923f43,1,credit_card,3,49.92
ord_4dd2665e740ab672e8923f43,2,credit_card,3,49.92
ord_4dd2665e740ab672e8923f43,3,credit_card,3,49.91
ord_4dd89dda99dc8888fced09aa,1,debit_card,1,861.64
ord_4dd8cc7e0622c617de94bb48,1,apple_pay,1,83.14
ord_4dde98083c077f89d9fc146e,1,paypal,1,253.15
ord_4de8346fc16c8ccd14d44baa,1,credit_card,3,215.87
ord_4de8346fc16c8ccd14d44baa,2,credit_card,3,215.87
ord_4de8346fc16c8ccd14d44baa,3,debit_card,1,215.86
ord_4ded4fb3c308ad5118abc3d2,1,credit_card,1,3625.04
ord_4e191209e4139b321b801a03,1,debit_card,1,24.11
ord_4e1a2c5a8c55c79345759ebf,1,debit_card,1,683.45
ord_4e1f0408e036079bdb931ce2,1,credit_card,1,1828.28
ord_4e2167b06d3ec41343645a1c,1,credit_card,1,1986.81
ord_4e34fcd533969c9f5dc7575f,1,credit_card,1,2985.2
ord_4e35f26383474eb1cac3cf21,1,credit_card,2,369.34
ord_4e35f26383474eb1cac3cf21,2,credit_card,2,369.35
ord_4e3b3cad91bca114e8a27f60,1,debit_card,1,1350.61
ord_4e40b0263e5466969b65136d,1,credit_card,1,747.89
ord_4e4503bd66c04a66d99502d5,1,credit_card,1,60.18
ord_4e572b93565c9656fb3aaf71,1,credit_card,2,172.56
ord_4e572b93565c9656fb3aaf71,2,gift_card,1,172.56
ord_4e64b290fd34261f6e1bc35c,1,credit_card,1,1012.88
ord_4e65367d4a42d70dc12b1254,1,credit_card,1,285.44
ord_4e654a9dcdec61c36237384f,1,credit_card,1,1598.05
ord_4e6651c6122fa5e0631fad6e,1,credit_card,1,741.76
ord_4e6b04387f2f6a5e2fee0c97,1,credit_card,1,23.41
ord_4e74433a2cdd70d20cd0d4da,1,credit_card,2,253.8
ord_4e74433a2cdd70d20cd0d4da,2,paypal,1,253.8
ord_4e7c1c8e15c30f33ec4e4783,1,credit_card,2,77.24
ord_4e7c1c8e15c30f33ec4e4783,2,credit_card,2,77.24
ord_4e862d6cea17b75067566ff1,1,debit_card,1,894.09
ord_4e935396f8d20d711e2d9feb,1,credit_card,1,2516.53
ord_4e9f3572182c904de6284093,1,credit_card,1,454.65
ord_4ea05def915e8e42e8e7df3e,1,debit_card,1,2731.34
ord_4ea714bf9d1147f2602ac629,1,credit_card,3,629.71
ord_4ea714bf9d1147f2602ac629,2,paypal,1,629.71
ord_4ea714bf9d1147f2602ac629,3,credit_card,3,629.7
ord_4eaef0e33310635aca615fac,1,credit_card,1,541.04
ord_4eb2ca7e5ec637f777ad8cd5,1,credit_card,1,979.25
ord_4eb3944add1225a54404f418,1,paypal,1,261.43
ord_4eb3c207b2164087a39ae651,1,credit_card,1,167.92
ord_4eb3e3ccd53ec5a49452a755,1,debit_card,1,103.13
ord_4eca8ebfe08b1e6584c8c131,1,credit_card,1,259.5
ord_4ecb82db14314c131fc2a71a,1,credit_card,1,160.41
ord_4ecc640623f3b4efb7bf12da,1,credit_card,2,696.06
ord_4ecc640623f3b4efb7bf12da,2,credit_card,2,696.05
ord_4edc53bf8d239dbca347eb61,1,credit_card,1,526.42
ord_4ee06be7ef135db429107aa1,1,paypal,1,35.51
ord_4ee06be7ef135db429107aa1,2,credit_card,2,35.51
ord_4ee9c686506f63f6a86e098d,1,credit_card,1,370.49
ord_4ef222b96fbf8eb1554b83d1,1,credit_card,1,727.73
ord_4ef310b5293f95ef1e55f782,1,credit_card,1,649.93
ord_4f06cc2362b58bf9730c79d6,1,credit_card,2,227.32
ord_4f06cc2362b58bf9730c79d6,2,credit_card,2,227.31
ord_4f0bd7170dadc7058a78c688,1,debit_card,1,77.52
ord_4f0ce4fe538f14aa5cc7effe,1,credit_card,1,150.22
ord_4f0ffb19387ae1457c5ccd25,1,paypal,1,1308.74
ord_4f0ffb19387ae1457c5ccd25,2,credit_card,2,1308.74
ord_4f173a3e155fa1542890973e,1,debit_card,1,143.26
ord_4f2459c5246129cbec727fa3,1,paypal,1,1298.12
ord_4f2a1a4fba6ccaeaeddcb59c,1,paypal,1,611.55
ord_4f30df16441f220431299a94,1,credit_card,2,11.68
ord_4f30df16441f220431299a94,2,debit_card,1,11.68
ord_4f37639c3513d38585b14b14,1,credit_card,2,347.23
ord_4f37639c3513d38585b14b14,2,debit_card,1,347.23
ord_4f38bc29f74d3f05919e9559,1,credit_card,1,1166.94
ord_4f39f4166b4c8781fadddfb9,1,credit_card,1,339.43
ord_4f417a7062fed15fa7ffd796,1,credit_card,1,709.38
ord_4f43f60db27b269648c5c978,1,credit_card,4,2.21
ord_4f43f60db27b269648c5c978,2,credit_card,4,2.21
ord_4f43f60db27b269648c5c978,3,debit_card,1,2.21
ord_4f43f60db27b269648c5c978,4,credit_card,4,2.2
ord_4f45bafef94c2501fdaa5642,1,credit_card,1,175.67
ord_4f4d7fe954ffe11a4cc2a3d7,1,credit_card,1,1043.11
ord_4f4fe0304696b342f4f01054,1,gift_card,1,17.81
ord_4f5842c9966842670fa458cd,1,credit_card,1,493.6
ord_4f58d1233be3dff9f309e21b,1,debit_card,1,630.45
ord_4f646e77872a536d9c5ea2a1,1,debit_card,1,90.14
ord_4f646e77872a536d9c5ea2a1,2,paypal,1,90.14
ord_4f65349453b0707777a08c49,1,credit_card,1,266.89
ord_4f66e749e279bafd929d7005,1,credit_card,3,414.34
ord_4f66e749e279bafd929d7005,2,paypal,1,414.34
ord_4f66e749e279bafd929d7005,3,debit_card,1,414.34
ord_4f6e8eec855e22dbab5ce043,1,credit_card,1,222.56
ord_4f71b5cd4e9e886c2a33e8af,1,credit_card,1,1495.21
ord_4f77ff7ad7b688fd36a81716,1,credit_card,2,59.25
ord_4f77ff7ad7b688fd36a81716,2,gift_card,1,59.25
ord_4f7cae2a68ecd0fd824d16f3,1,credit_card,1,1056.35
ord_4f84f0ef8e12f7dae3546412,1,credit_card,1,321.74
ord_4f85bdeaac6fe2702d78233a,1,credit_card,1,482.27
ord_4f872e2bd2caec403392c43f,1,paypal,1,1124.53
ord_4f8cf8df254f07987e768e9c,1,credit_card,2,885.5
ord_4f8cf8df254f07987e768e9c,2,debit_card,1,885.49
ord_4f9ad9eeae6ff13d57588c69,1,credit_card,1,2504.14
ord_4f9fe352ae6574e02318c750,1,credit_card,1,245.7
ord_4fa523a5dfc95ed199b6ab00,1,credit_card,1,2948.88
ord_4fa7c59771d1ee4ec6bba083,1,credit_card,3,298.78
ord_4fa7c59771d1ee4ec6bba083,2,credit_card,3,298.78
ord_4fa7c59771d1ee4ec6bba083,3,credit_card,3,298.77
ord_4fa9adb864e2601232dc715c,1,buy_now_pay_later,1,1585.54
ord_4fb50732a2b90d0cca6c3568,1,credit_card,1,1455.7
ord_4fc87b14fb4b1534c63a1f3a,1,credit_card,1,249.99
ord_4fcee45e60eb5d3f6c75698a,1,credit_card,2,49.24
ord_4fcee45e60eb5d3f6c75698a,2,debit_card,1,49.24
ord_4fd0a1d2be919c67cf72bc7a,1,credit_card,2,326.74
ord_4fd0a1d2be919c67cf72bc7a,2,credit_card,2,326.74
ord_4fd8dbcb9c8a37e0d6d3f54a,1,debit_card,1,1104.03
ord_4fdbb485eaf004d8120aae6b,1,credit_card,2,199.94
ord_4fdbb485eaf004d8120aae6b,2,credit_card,2,199.95
ord_4fdc1e81ab31079db53f4457,1,credit_card,2,486.85
ord_4fdc1e81ab31079db53f4457,2,credit_card,2,486.85
ord_4fdc47edd3ce68ca26b6c76b,1,credit_card,1,2931.08
ord_4fe3388aad37236ca6d5a77e,1,credit_card,1,12.57
ord_4feab8dd0c30fd0b707f7ae5,1,credit_card,1,1120.83
ord_4ff2d25ea8a8634f54cd351d,1,credit_card,1,68.83
ord_50006935e8d2a0aa26b6e21f,1,paypal,1,1016.67
ord_50006935e8d2a0aa26b6e21f,2,credit_card,3,1016.67
ord_50006935e8d2a0aa26b6e21f,3,credit_card,3,1016.66
ord_500421f3ab3a6edcec81962f,1,credit_card,3,95.47
ord_500421f3ab3a6edcec81962f,2,credit_card,3,95.47
ord_500421f3ab3a6edcec81962f,3,apple_pay,1,95.48
ord_500aa8698d4be1a0964415e8,1,paypal,1,1027.83
ord_5013437ae4bbd539656e3fa9,1,credit_card,1,625.15
ord_50162474d3fee98f2c029a17,1,debit_card,1,2342.25
ord_5017c4831e00fb511d72848d,1,credit_card,1,482.4
ord_50264ac41b03dba6b95c5103,1,credit_card,1,1888.4
ord_502b76f463a58f66f11d0a49,1,debit_card,1,420.98
ord_502b76f463a58f66f11d0a49,2,credit_card,2,420.97
ord_503bbd627a88d9480df1dccb,1,debit_card,1,379.14
ord_503bbd627a88d9480df1dccb,2,credit_card,2,379.15
ord_503cdad6a0ae5dd695a5b1dc,1,credit_card,2,350.08
ord_503cdad6a0ae5dd695a5b1dc,2,credit_card,2,350.07
ord_5042597105671a744a8ca384,1,credit_card,2,338.05
ord_5042597105671a744a8ca384,2,credit_card,2,338.05
ord_505b8fc5c8f7eaf54f17c3e7,1,paypal,1,1075.6
ord_505b8fc5c8f7eaf54f17c3e7,2,credit_card,2,1075.61
ord_50647f082b869ea41af31f62,1,debit_card,1,1702.3
ord_5067e8671d431944b1ba1cab,1,credit_card,2,969.58
ord_5067e8671d431944b1ba1cab,2,credit_card,2,969.59
ord_5068297a8f7ce0983b764163,1,credit_card,1,147.08
ord_5068c87ec869ac5242f20282,1,credit_card,3,18.05
ord_5068c87ec869ac5242f20282,2,credit_card,3,18.05
ord_5068c87ec869ac5242f20282,3,credit_card,3,18.04
ord_5076c5b8956a8cbe689316a1,1,credit_card,1,347.5
ord_50845ae591043d87d3a13b6c,1,apple_pay,1,1016.83
ord_508d769ca38ebfddf14284dc,1,credit_card,2,62.34
ord_508d769ca38ebfddf14284dc,2,gift_card,1,62.33
ord_50915c796ae80cb74569c98a,1,credit_card,1,2764.55
ord_509e27c22faa999840968c74,1,credit_card,1,2433.17
ord_509e6cdd4ceb51835a326393,1,credit_card,4,414.53
ord_509e6cdd4ceb51835a326393,2,debit_card,1,414.53
ord_509e6cdd4ceb51835a326393,3,credit_card,4,414.53
ord_509e6cdd4ceb51835a326393,4,credit_card,4,414.53
ord_50ac0c54b8456d0429fc46fb,1,credit_card,1,1782.57
ord_50ae7144f0a4ea7b0b69dcc9,1,credit_card,1,86.44
ord_50c06534acb63075214bb4a4,1,credit_card,1,185.12
ord_50d2ecb9e701c8f0ae4ed5f0,1,debit_card,1,168.82
ord_50d2ecb9e701c8f0ae4ed5f0,2,debit_card,1,168.82
ord_50d4b390c79cf5cc67090e07,1,credit_card,1,760.85
ord_50d5bfa8266cdd2f8aa6f95b,1,credit_card,2,124.16
ord_50d5bfa8266cdd2f8aa6f95b,2,credit_card,2,124.16
ord_50e57aaa619b4657f340ce65,1,credit_card,1,28.31
ord_50ecdb6328bfcf40a0278651,1,credit_card,2,104.08
ord_50ecdb6328bfcf40a0278651,2,debit_card,1,104.08
ord_50f0b214892839fc80cd3ef4,1,credit_card,1,97.81
ord_50fd0d4ef08b50255b754be0,1,debit_card,1,809.07
ord_510a2be1e55b29f6ca62fa62,1,credit_card,1,1580.44
ord_510aea894d120a849d078eb3,1,credit_card,1,1254.54
ord_510cdb4550db8aaf48cc59f4,1,credit_card,1,1240.17
ord_511c4baec6b35b44a6126e1c,1,credit_card,1,173.01
ord_511fd376291dcecb777c6344,1,credit_card,1,959.45
ord_5122ed7fb165a2d12f8aafe4,1,debit_card,1,253.86
ord_5122ed7fb165a2d12f8aafe4,2,credit_card,2,253.86
ord_51279b5a4e615b0f91a6ea40,1,credit_card,1,133.11
ord_512c11527a88dc7823d962d7,1,credit_card,1,438.01
ord_513351bf08f4c793fa3a641e,1,credit_card,1,1582.4
ord_513f24e0534801aedb2d15d9,1,debit_card,1,311.74
ord_513fe37ef8028b3403124ebd,1,credit_card,1,3707.43
ord_51486a316aeb2c27c63ed555,1,credit_card,1,27.26
ord_5149a1170b3d623b233a90a0,1,debit_card,1,205.94
ord_5149a1170b3d623b233a90a0,2,debit_card,1,205.94
ord_5149a1170b3d623b233a90a0,3,credit_card,3,205.94
ord_51564eeb2a13c015878a015b,1,credit_card,1,17.09
ord_5158e8f749ab6b748631366b,1,credit_card,1,319.41
ord_5159bcf086295db1b7647db8,1,credit_card,1,26.0
ord_515e37edf6560feba44af52f,1,debit_card,1,1071.89
ord_5164973f27e5474c170a154e,1,credit_card,3,461.04
ord_5164973f27e5474c170a154e,2,debit_card,1,461.04
ord_5164973f27e5474c170a154e,3,apple_pay,1,461.05
ord_5167cefbc0035f158977d045,1,debit_card,1,190.3
ord_51683608937b928b124c2834,1,credit_card,2,1329.12
ord_51683608937b928b124c2834,2,debit_card,1,1329.11
ord_516d0f73af5de48e28b293b5,1,credit_card,2,718.6
ord_516d0f73af5de48e28b293b5,2,paypal,1,718.6
ord_517541b578f0d6928e38669e,1,paypal,1,172.92
ord_517e1ef87702b0c3be14452b,1,paypal,1,1662.43
ord_517fc8816c60b4d61c601d68,1,debit_card,1,366.38
ord_518aae09b8f27f4dadfacb92,1,debit_card,1,176.73
ord_519ba4d49f890af5298987df,1,paypal,1,254.98
ord_51a2345bb38abad026edce49,1,paypal,1,132.26
ord_51a5a70cee417cfc830c2997,1,paypal,1,1229.04
ord_51b201bd5a035fbb1add41a3,1,credit_card,1,307.97
ord_51ba16cdffbb3129b9abf872,1,credit_card,2,438.54
ord_51ba16cdffbb3129b9abf872,2,debit_card,1,438.53
ord_51cc9066b371fcd04e7b2f86,1,credit_card,1,701.56
ord_51d66e4c80d42a4cb5b9cfda,1,credit_card,3,280.13
ord_51d66e4c80d42a4cb5b9cfda,2,credit_card,3,280.13
ord_51d66e4c80d42a4cb5b9cfda,3,credit_card,3,280.14
ord_51d6e7a958aa8c4659a870b5,1,credit_card,2,27.33
ord_51d6e7a958aa8c4659a870b5,2,credit_card,2,27.34
ord_51d8b25d8b4fea9609389d86,1,debit_card,1,194.67
ord_51e9356c5818404017972ff1,1,credit_card,2,110.58
ord_51e9356c5818404017972ff1,2,debit_card,1,110.59
ord_51ebc13accbb7447fb1064fa,1,credit_card,1,125.85
ord_51f2a6b5d7d0f32c6091eeba,1,credit_card,1,192.83
ord_51f9ffc8ed17c63c94cb35b7,1,debit_card,1,968.36
ord_51fde24e01f56e1f40d8a092,1,debit_card,1,419.26
ord_51fde24e01f56e1f40d8a092,2,debit_card,1,419.26
ord_51fde24e01f56e1f40d8a092,3,paypal,1,419.27
ord_5200d6c56c5def15ba0a2951,1,credit_card,1,3654.85
ord_5204a057cfde3fb4a0afdb1b,1,credit_card,1,1464.46
ord_520a7adc604b33f8661d8592,1,credit_card,1,60.19
ord_520b0b5e459f2901d5e6e54c,1,debit_card,1,83.44
ord_520b0b5e459f2901d5e6e54c,2,credit_card,2,83.43
ord_520fc26abc25cff5464dfd1a,1,paypal,1,390.58
ord_520fc3ef858de04cf2b1264d,1,debit_card,1,1824.11
ord_5217823d8ccfd8700ef53d0e,1,credit_card,1,1476.09
ord_521bb718c52f9b8625b7817c,1,credit_card,1,260.76
ord_52216d7ea2aea117d36e1edf,1,credit_card,2,104.92
ord_52216d7ea2aea117d36e1edf,2,credit_card,2,104.93
ord_522ba4f34078812850972ef2,1,credit_card,1,333.04
ord_522e466c483419319e238d31,1,credit_card,1,1972.6
ord_52468e96022a5b1c84befbeb,1,credit_card,1,1666.88
ord_52495ec290dca3716ca6007a,1,debit_card,1,116.92
ord_52495ec290dca3716ca6007a,2,debit_card,1,116.93
ord_52591d17d8a6fb42c7dcc50a,1,credit_card,2,200.66
ord_52591d17d8a6fb42c7dcc50a,2,paypal,1,200.66
ord_52654c00b7cd13089c0f17b6,1,apple_pay,1,293.11
ord_527e60b895a28edd10365f36,1,debit_card,1,1846.72
ord_52876e286f0e4a3f209c91df,1,credit_card,1,668.51
ord_528a106eb3119cb7967e81ee,1,debit_card,1,547.92
ord_528a106eb3119cb7967e81ee,2,credit_card,2,547.91
ord_5290e71f5ea6aa29670a4c8d,1,debit_card,1,114.05
ord_5290e71f5ea6aa29670a4c8d,2,credit_card,3,114.05
ord_5290e71f5ea6aa29670a4c8d,3,credit_card,3,114.05
ord_5292de8a660750b4dd49c580,1,credit_card,1,140.11
ord_529ba71947ed13a790a445b2,1,credit_card,1,404.85
ord_52a0d2ad4b935e473089bd6d,1,credit_card,1,946.49
ord_52acb7d40c8f065300c9d892,1,debit_card,1,522.3
ord_52acb7d40c8f065300c9d892,2,credit_card,2,522.3
ord_52c023ee202aedb9793943de,1,credit_card,1,69.08
ord_52c27f112bd32794de098182,1,paypal,1,39.01
ord_52c27f112bd32794de098182,2,credit_card,2,39.01
ord_52c7b0431be96d2a66934f7e,1,credit_card,1,508.75
ord_52d2f5f46fe672ce080de5f3,1,credit_card,2,819.86
ord_52d2f5f46fe672ce080de5f3,2,credit_card,2,819.86
ord_52d3b0d90fc0218361028d78,1,debit_card,1,881.96
ord_52d50e2f9f57588ff640f745,1,debit_card,1,429.07
ord_52d63a4b7fe7b8cdde3e5911,1,credit_card,2,47.6
ord_52d63a4b7fe7b8cdde3e5911,2,debit_card,1,47.6
ord_52dbb277467fb48f923c4113,1,credit_card,2,69.9
ord_52dbb277467fb48f923c4113,2,debit_card,1,69.9
ord_52dec7dfe490f83d93e2eb1c,1,credit_card,2,610.16
ord_52dec7dfe490f83d93e2eb1c,2,credit_card,2,610.17
ord_52df8f12e03087c6e5081b57,1,credit_card,1,2464.01
ord_52eecd6a3a1d1922aef17495,1,credit_card,1,357.57
ord_52eeeba66fd3c0532c535961,1,credit_card,1,90.13
ord_52f039cff214ba5c9f5c9573,1,credit_card,1,871.72
ord_52f1a30a2b2767425aff3470,1,credit_card,1,1692.54
ord_530bac7977d48acd04ac70f4,1,credit_card,4,32.29
ord_530bac7977d48acd04ac70f4,2,debit_card,1,32.29
ord_530bac7977d48acd04ac70f4,3,credit_card,4,32.29
ord_530bac7977d48acd04ac70f4,4,debit_card,1,32.3
ord_530c6e50a2accd5b61aa160d,1,credit_card,1,21.2
ord_531944ff9a8eb3b52b7b07df,1,credit_card,2,348.65
ord_531944ff9a8eb3b52b7b07df,2,credit_card,2,348.65
ord_532510f4809efccb49b09c3a,1,credit_card,1,640.03
ord_532947aab95ca91f250c306e,1,paypal,1,96.28
ord_532a4ab0fe7d985f22de11f4,1,debit_card,1,12.31
ord_532a4ab0fe7d985f22de11f4,2,credit_card,3,12.31
ord_532a4ab0fe7d985f22de11f4,3,credit_card,3,12.3
ord_532d8b9fb87d0a4e1c923b7f,1,credit_card,1,569.21
ord_53303d0338a263e74d30d749,1,debit_card,1,199.92
ord_5336a6921f14b00a781bd2bc,1,credit_card,2,7.02
ord_5336a6921f14b00a781bd2bc,2,credit_card,2,7.01
ord_53484c5a6ab6add691c34e12,1,credit_card,1,838.45
ord_534f982e9c73bb5ebf618afc,1,credit_card,1,161.44
ord_5357ad40f65a6a6a8dc53093,1,credit_card,2,1142.01
ord_5357ad40f65a6a6a8dc53093,2,credit_card,2,1142.0
ord_5357f5a903e5b5b56246ef86,1,credit_card,3,229.73
ord_5357f5a903e5b5b56246ef86,2,credit_card,3,229.73
ord_5357f5a903e5b5b56246ef86,3,debit_card,1,229.73
ord_535dcea629793f26255f3462,1,credit_card,1,32.52
ord_536049e419c0f242aa0a8c00,1,credit_card,1,367.45
ord_53692df49ac8ce48b55cfe29,1,credit_card,1,280.88
ord_537fd9832efb30ae239ce64d,1,paypal,1,33.62
ord_5396dba6e4fe1c308279f547,1,credit_card,1,74.6
ord_53a72016857806ed5a80761f,1,credit_card,3,28.9
ord_53a72016857806ed5a80761f,2,apple_pay,1,28.9
ord_53a72016857806ed5a80761f,3,credit_card,3,28.89
ord_53b45c5a91b2f6202d355602,1,credit_card,1,25.98
